geo,gdp_mio_eur_2008,gdp_mio_eur_2009,gdp_mio_eur_2010,gdp_mio_eur_2011,gdp_mio_eur_2012,gdp_mio_eur_2013,gdp_mio_eur_2014,gdp_mio_eur_2015,gdp_mio_eur_2016,gdp_mio_eur_2017,gdp_mio_eur_2018,gdp_mio_eur_2019,gdp_mio_eur_2020,gdp_mio_eur_2021,gdp_mio_eur_2022,gdp_mio_eur_2023,gdp_eur_hab_2008,gdp_eur_hab_2009,gdp_eur_hab_2010,gdp_eur_hab_2011,gdp_eur_hab_2012,gdp_eur_hab_2013,gdp_eur_hab_2014,gdp_eur_hab_2015,gdp_eur_hab_2016,gdp_eur_hab_2017,gdp_eur_hab_2018,gdp_eur_hab_2019,gdp_eur_hab_2020,gdp_eur_hab_2021,gdp_eur_hab_2022,gdp_eur_hab_2023,gfcf_2008,gfcf_2009,gfcf_2010,gfcf_2011,gfcf_2012,gfcf_2013,gfcf_2014,gfcf_2015,gfcf_2016,gfcf_2017,gfcf_2018,gfcf_2019,gfcf_2020,gfcf_2021,gfcf_2022,gfcf_2023,gva_2008,gva_2009,gva_2010,gva_2011,gva_2012,gva_2013,gva_2014,gva_2015,gva_2016,gva_2017,gva_2018,gva_2019,gva_2020,gva_2021,gva_2022,gva_2023,gva_sector_a_2008,gva_sector_a_2009,gva_sector_a_2010,gva_sector_a_2011,gva_sector_a_2012,gva_sector_a_2013,gva_sector_a_2014,gva_sector_a_2015,gva_sector_a_2016,gva_sector_a_2017,gva_sector_a_2018,gva_sector_a_2019,gva_sector_a_2020,gva_sector_a_2021,gva_sector_a_2022,gva_sector_a_2023,gva_sector_bde_2008,gva_sector_bde_2009,gva_sector_bde_2010,gva_sector_bde_2011,gva_sector_bde_2012,gva_sector_bde_2013,gva_sector_bde_2014,gva_sector_bde_2015,gva_sector_bde_2016,gva_sector_bde_2017,gva_sector_bde_2018,gva_sector_bde_2019,gva_sector_bde_2020,gva_sector_bde_2021,gva_sector_bde_2022,gva_sector_bde_2023,gva_sector_c_2008,gva_sector_c_2009,gva_sector_c_2010,gva_sector_c_2011,gva_sector_c_2012,gva_sector_c_2013,gva_sector_c_2014,gva_sector_c_2015,gva_sector_c_2016,gva_sector_c_2017,gva_sector_c_2018,gva_sector_c_2019,gva_sector_c_2020,gva_sector_c_2021,gva_sector_c_2022,gva_sector_c_2023,gva_sector_f_2008,gva_sector_f_2009,gva_sector_f_2010,gva_sector_f_2011,gva_sector_f_2012,gva_sector_f_2013,gva_sector_f_2014,gva_sector_f_2015,gva_sector_f_2016,gva_sector_f_2017,gva_sector_f_2018,gva_sector_f_2019,gva_sector_f_2020,gva_sector_f_2021,gva_sector_f_2022,gva_sector_f_2023,gva_sector_ghij_2008,gva_sector_ghij_2009,gva_sector_ghij_2010,gva_sector_ghij_2011,gva_sector_ghij_2012,gva_sector_ghij_2013,gva_sector_ghij_2014,gva_sector_ghij_2015,gva_sector_ghij_2016,gva_sector_ghij_2017,gva_sector_ghij_2018,gva_sector_ghij_2019,gva_sector_ghij_2020,gva_sector_ghij_2021,gva_sector_ghij_2022,gva_sector_ghij_2023,gva_sector_ghi_2008,gva_sector_ghi_2009,gva_sector_ghi_2010,gva_sector_ghi_2011,gva_sector_ghi_2012,gva_sector_ghi_2013,gva_sector_ghi_2014,gva_sector_ghi_2015,gva_sector_ghi_2016,gva_sector_ghi_2017,gva_sector_ghi_2018,gva_sector_ghi_2019,gva_sector_ghi_2020,gva_sector_ghi_2021,gva_sector_ghi_2022,gva_sector_ghi_2023,gva_sector_j_2008,gva_sector_j_2009,gva_sector_j_2010,gva_sector_j_2011,gva_sector_j_2012,gva_sector_j_2013,gva_sector_j_2014,gva_sector_j_2015,gva_sector_j_2016,gva_sector_j_2017,gva_sector_j_2018,gva_sector_j_2019,gva_sector_j_2020,gva_sector_j_2021,gva_sector_j_2022,gva_sector_j_2023,gva_sector_klmn_2008,gva_sector_klmn_2009,gva_sector_klmn_2010,gva_sector_klmn_2011,gva_sector_klmn_2012,gva_sector_klmn_2013,gva_sector_klmn_2014,gva_sector_klmn_2015,gva_sector_klmn_2016,gva_sector_klmn_2017,gva_sector_klmn_2018,gva_sector_klmn_2019,gva_sector_klmn_2020,gva_sector_klmn_2021,gva_sector_klmn_2022,gva_sector_klmn_2023,gva_sector_k_2008,gva_sector_k_2009,gva_sector_k_2010,gva_sector_k_2011,gva_sector_k_2012,gva_sector_k_2013,gva_sector_k_2014,gva_sector_k_2015,gva_sector_k_2016,gva_sector_k_2017,gva_sector_k_2018,gva_sector_k_2019,gva_sector_k_2020,gva_sector_k_2021,gva_sector_k_2022,gva_sector_k_2023,gva_sector_l_2008,gva_sector_l_2009,gva_sector_l_2010,gva_sector_l_2011,gva_sector_l_2012,gva_sector_l_2013,gva_sector_l_2014,gva_sector_l_2015,gva_sector_l_2016,gva_sector_l_2017,gva_sector_l_2018,gva_sector_l_2019,gva_sector_l_2020,gva_sector_l_2021,gva_sector_l_2022,gva_sector_l_2023,gva_sector_mn_2008,gva_sector_mn_2009,gva_sector_mn_2010,gva_sector_mn_2011,gva_sector_mn_2012,gva_sector_mn_2013,gva_sector_mn_2014,gva_sector_mn_2015,gva_sector_mn_2016,gva_sector_mn_2017,gva_sector_mn_2018,gva_sector_mn_2019,gva_sector_mn_2020,gva_sector_mn_2021,gva_sector_mn_2022,gva_sector_mn_2023,gva_sector_opqrstu_2008,gva_sector_opqrstu_2009,gva_sector_opqrstu_2010,gva_sector_opqrstu_2011,gva_sector_opqrstu_2012,gva_sector_opqrstu_2013,gva_sector_opqrstu_2014,gva_sector_opqrstu_2015,gva_sector_opqrstu_2016,gva_sector_opqrstu_2017,gva_sector_opqrstu_2018,gva_sector_opqrstu_2019,gva_sector_opqrstu_2020,gva_sector_opqrstu_2021,gva_sector_opqrstu_2022,gva_sector_opqrstu_2023,gva_sector_opq_2008,gva_sector_opq_2009,gva_sector_opq_2010,gva_sector_opq_2011,gva_sector_opq_2012,gva_sector_opq_2013,gva_sector_opq_2014,gva_sector_opq_2015,gva_sector_opq_2016,gva_sector_opq_2017,gva_sector_opq_2018,gva_sector_opq_2019,gva_sector_opq_2020,gva_sector_opq_2021,gva_sector_opq_2022,gva_sector_opq_2023,gva_sector_rstu_2008,gva_sector_rstu_2009,gva_sector_rstu_2010,gva_sector_rstu_2011,gva_sector_rstu_2012,gva_sector_rstu_2013,gva_sector_rstu_2014,gva_sector_rstu_2015,gva_sector_rstu_2016,gva_sector_rstu_2017,gva_sector_rstu_2018,gva_sector_rstu_2019,gva_sector_rstu_2020,gva_sector_rstu_2021,gva_sector_rstu_2022,gva_sector_rstu_2023
AL01,2079.0,2071.0,2225.0,2214.0,2297.0,2276.0,2290.0,2418.0,2549.0,2707.0,2954.0,3165.0,2996.0,3390.0,3390.0,3390.0,2300.0,2400.0,2600.0,2600.0,2700.0,2700.0,2700.0,2900.0,3100.0,3300.0,3600.0,3900.0,3700.0,4300.0,4300.0,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.0,1792.0,1934.0,1925.0,1990.0,1986.0,1999.0,2124.0,2235.0,2364.0,2584.0,2766.0,2627.0,2948.0,2948.0,2948.0,442.03,433.96,490.27,491.77,556.43,576.48,600.84,597.47,622.69,621.24,670.16,699.8,688.48,749.1,749.1,749.1,230.92,245.84,298.49,251.29,252.5,279.0,286.78,349.37,380.22,395.89,465.24,481.2,417.12,513.18,513.18,513.18,104.96,110.7,129.02,137.63,126.94,135.55,158.9,168.37,181.43,208.95,237.77,268.94,235.72,282.67,282.67,282.67,258.2,240.37,243.4,293.28,270.33,250.29,195.72,213.83,231.2,238.61,228.16,232.54,236.11,275.34,275.34,275.34,423.96,420.26,405.55,381.37,397.13,356.41,373.98,406.3,433.0,450.86,499.48,563.73,514.12,577.96,577.96,577.96,345.84,347.22,341.04,349.73,367.99,329.06,335.22,361.04,392.42,408.59,457.1,516.09,463.15,537.86,537.86,537.86,78.12,73.03,64.51,31.64,29.14,27.35,38.76,45.26,40.58,42.27,42.38,47.64,50.96,40.09,40.09,40.09,221.53,205.57,209.44,223.86,246.28,249.67,262.52,277.96,275.3,320.91,353.53,391.91,389.24,412.75,412.75,412.75,34.96,29.09,29.81,33.02,38.4,35.35,41.03,45.55,42.54,67.31,71.84,75.87,76.11,74.78,74.78,74.78,143.95,136.66,133.35,134.8,141.29,150.9,150.15,150.37,153.74,159.53,168.38,188.31,199.4,216.3,216.3,216.3,42.62,39.82,46.28,56.04,66.58,63.41,71.34,82.04,79.02,94.07,113.31,127.74,113.72,121.67,121.67,121.67,226.38,246.56,286.89,284.39,267.85,274.16,279.3,279.41,292.94,337.07,367.88,397.55,382.31,420.24,420.24,420.24,197.82,213.75,222.54,230.53,237.67,243.7,243.76,243.43,254.28,290.64,317.37,349.92,335.97,370.08,370.08,370.08,28.56,32.81,64.35,53.87,30.18,30.46,35.55,35.98,38.66,46.43,50.51,47.63,46.34,50.17,50.17,50.17
AL02,4207.0,4153.0,4211.0,4195.0,4294.0,4319.0,4535.0,4837.0,5050.0,5640.0,6327.0,6789.0,6628.0,7646.0,7646.0,7646.0,4000.0,4000.0,4000.0,3900.0,3900.0,3900.0,4100.0,4300.0,4400.0,4900.0,5400.0,5800.0,5600.0,6500.0,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3647.0,3594.0,3660.0,3648.0,3720.0,3767.0,3958.0,4248.0,4428.0,4926.0,5534.0,5934.0,5812.0,6650.0,6650.0,6650.0,286.37,281.26,328.86,357.78,386.31,408.01,413.33,420.28,434.25,442.24,480.43,511.11,514.41,554.62,554.62,554.62,306.17,322.82,442.8,424.06,401.11,437.55,451.45,522.88,540.81,566.34,695.68,711.86,679.77,745.63,745.63,745.63,220.59,231.46,254.64,270.54,240.5,259.2,264.08,295.12,303.79,369.12,399.0,418.4,419.39,465.09,465.09,465.09,839.89,781.51,686.42,602.38,543.78,488.92,468.94,509.42,500.55,593.32,681.93,682.15,697.26,892.66,892.66,892.66,1063.67,1040.1,1062.14,1062.98,1040.23,1008.16,1041.98,1076.04,1142.86,1318.44,1466.32,1611.59,1544.02,1803.3,1803.3,1803.3,809.73,800.68,877.26,817.63,802.24,799.13,848.65,869.21,899.51,1058.67,1187.53,1299.78,1243.66,1433.85,1433.85,1433.85,253.94,239.42,184.87,245.35,237.99,209.03,193.33,206.83,243.35,259.77,278.8,311.81,300.36,369.44,369.44,369.44,655.68,629.93,619.07,619.19,696.01,747.81,846.97,925.71,968.77,1053.64,1156.98,1267.18,1213.26,1329.62,1329.62,1329.62,164.96,137.23,145.98,161.71,139.8,129.45,150.23,166.81,155.77,137.07,140.42,145.47,131.41,151.79,151.79,151.79,322.47,310.73,298.82,298.89,305.95,322.82,325.68,326.0,332.83,345.95,370.93,409.18,430.21,464.03,464.03,464.03,168.26,181.97,174.28,158.59,250.26,295.54,371.05,432.9,480.17,570.62,645.64,712.53,651.65,713.81,713.81,713.81,495.59,538.43,520.94,582.08,653.4,677.23,735.63,793.99,841.72,952.6,1053.02,1150.87,1163.42,1324.41,1324.41,1324.41,387.22,416.1,425.96,459.88,535.35,550.67,584.53,630.98,644.57,740.02,809.84,916.99,950.08,1081.47,1081.47,1081.47,108.37,122.33,94.98,122.2,118.05,126.56,151.09,163.01,197.15,212.58,243.18,233.88,213.35,242.94,242.94,242.94
AL03,2513.0,2436.0,2560.0,2858.0,2993.0,3029.0,3143.0,3008.0,3119.0,3211.0,3545.0,3800.0,3685.0,4120.0,4120.0,4120.0,2500.0,2400.0,2600.0,3000.0,3100.0,3200.0,3400.0,3300.0,3400.0,3600.0,4000.0,4400.0,4300.0,4900.0,4900.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.0,2108.0,2225.0,2486.0,2593.0,2642.0,2743.0,2642.0,2735.0,2805.0,3101.0,3321.0,3232.0,3583.0,3583.0,3583.0,753.31,739.55,796.29,839.77,856.21,898.73,978.57,1012.51,1070.95,1135.3,1213.55,1318.4,1356.08,1478.89,1478.89,1478.89,284.99,250.38,339.26,415.45,451.59,513.04,547.37,447.32,391.01,334.79,416.41,464.61,392.42,443.83,443.83,443.83,114.27,108.07,106.85,116.59,74.89,92.27,107.94,118.64,124.15,133.75,150.01,173.15,164.29,185.2,185.2,185.2,294.07,273.85,233.18,282.84,277.61,250.93,193.87,191.03,222.61,224.29,242.33,263.69,254.65,274.07,274.07,274.07,398.62,388.44,341.68,412.84,475.81,428.68,443.22,426.36,460.93,452.65,507.83,554.06,506.56,561.33,561.33,561.33,301.07,297.84,265.52,376.58,442.78,395.52,396.58,373.29,414.81,397.55,461.48,503.03,454.9,515.46,515.46,515.46,97.55,90.6,76.16,36.26,33.04,33.16,46.64,53.07,46.12,55.1,46.35,51.03,51.66,45.87,45.87,45.87,209.21,194.79,191.82,224.61,236.24,247.74,261.54,257.32,264.46,292.34,318.97,339.93,330.22,367.23,367.23,367.23,47.57,39.57,39.56,43.82,52.91,51.65,59.94,66.55,62.15,84.44,79.68,77.26,68.96,85.15,85.15,85.15,132.72,125.62,122.42,124.77,127.29,138.31,136.45,136.31,138.34,144.82,165.09,172.66,176.31,185.69,185.69,185.69,28.93,29.6,29.85,56.02,56.04,57.79,65.16,54.47,63.97,63.08,74.2,90.01,84.95,96.4,96.4,96.4,239.02,261.42,323.27,310.5,296.32,303.71,318.73,307.57,325.88,366.3,402.1,381.21,392.14,457.96,457.96,457.96,213.99,231.92,257.88,263.5,267.43,274.67,275.52,261.16,277.45,317.81,347.46,340.07,348.13,411.45,411.45,411.45,25.03,29.5,65.39,47.0,28.9,29.05,43.21,46.41,48.43,48.49,54.64,41.14,44.01,46.52,46.52,46.52
AT11,6239.0,6343.0,6658.0,6981.0,7258.0,7404.0,7647.0,8061.0,8320.0,8610.0,8832.0,9066.0,8773.0,9439.0,10316.0,10992.0,22100.0,22400.0,23400.0,24500.0,25400.0,25800.0,26600.0,27900.0,28500.0,29500.0,30100.0,30800.0,29700.0,31800.0,34400.0,36500.0,1710.0,1624.0,1660.0,1754.0,2020.0,1940.0,2022.0,2041.0,2022.0,2327.0,2321.0,2448.0,2501.0,2989.0,3140.0,3140.0,5568.0,5646.0,5924.0,6212.0,6444.0,6578.0,6799.0,7160.0,7391.0,7651.0,7867.0,8082.0,7856.0,8424.0,9243.0,9872.0,226.0,194.0,221.0,256.0,282.0,219.0,220.0,262.0,231.0,307.0,291.0,258.0,286.0,342.0,387.0,359.0,1075.0,1133.0,1236.0,1247.0,1252.0,1342.0,1345.0,1388.0,1409.0,1440.0,1445.0,1488.0,1372.0,1407.0,1591.0,1708.0,854.0,907.0,986.0,1012.0,1013.0,1049.0,1068.0,1074.0,1116.0,1143.0,1145.0,1161.0,1048.0,1060.0,1094.0,1133.0,521.0,520.0,537.0,574.0,589.0,622.0,623.0,636.0,704.0,681.0,733.0,766.0,772.0,858.0,962.0,1002.0,1178.0,1211.0,1275.0,1387.0,1434.0,1422.0,1503.0,1600.0,1646.0,1669.0,1718.0,1750.0,1632.0,1821.0,2010.0,2118.0,1071.0,1114.0,1175.0,1264.0,1310.0,1293.0,1358.0,1437.0,1482.0,1518.0,1557.0,1588.0,1471.0,1620.0,1807.0,1916.0,107.0,97.0,100.0,123.0,124.0,128.0,145.0,163.0,164.0,151.0,161.0,162.0,161.0,202.0,204.0,202.0,1153.0,1107.0,1124.0,1190.0,1264.0,1326.0,1424.0,1487.0,1556.0,1645.0,1692.0,1761.0,1753.0,1825.0,2017.0,2203.0,312.0,261.0,244.0,267.0,254.0,285.0,297.0,306.0,313.0,338.0,348.0,353.0,344.0,371.0,419.0,496.0,545.0,559.0,576.0,598.0,652.0,668.0,717.0,761.0,805.0,856.0,890.0,928.0,947.0,945.0,1024.0,1092.0,295.0,287.0,305.0,325.0,358.0,373.0,411.0,420.0,439.0,450.0,454.0,480.0,462.0,509.0,574.0,615.0,1415.0,1483.0,1531.0,1557.0,1623.0,1648.0,1685.0,1787.0,1844.0,1909.0,1987.0,2058.0,2041.0,2171.0,2277.0,2482.0,1265.0,1333.0,1371.0,1387.0,1453.0,1473.0,1505.0,1597.0,1647.0,1698.0,1765.0,1826.0,1847.0,1954.0,2049.0,2228.0,150.0,150.0,160.0,170.0,170.0,175.0,179.0,190.0,197.0,210.0,222.0,232.0,194.0,217.0,228.0,253.0
AT12,45957.0,45066.0,46074.0,48404.0,49813.0,50433.0,52041.0,53778.0,56034.0,58226.0,60404.0,63210.0,59310.0,63413.0,69749.0,73205.0,28700.0,28100.0,28700.0,30000.0,30800.0,31100.0,31900.0,32700.0,33700.0,34900.0,36100.0,37600.0,35100.0,37400.0,40800.0,42500.0,11612.0,11229.0,10512.0,11629.0,11668.0,12640.0,12392.0,13181.0,13340.0,13829.0,14850.0,16450.0,15330.0,16521.0,18016.0,18016.0,41008.0,40114.0,40992.0,43070.0,44225.0,44802.0,46266.0,47767.0,49773.0,51739.0,53803.0,56347.0,53106.0,56593.0,62489.0,65742.0,1240.0,1026.0,1205.0,1444.0,1267.0,1273.0,1227.0,1148.0,1342.0,1251.0,1283.0,1267.0,1253.0,1599.0,1939.0,1929.0,10683.0,9897.0,9891.0,10519.0,10985.0,10952.0,11168.0,11332.0,12033.0,12393.0,12607.0,13244.0,11904.0,12762.0,14343.0,14652.0,8596.0,7833.0,7800.0,8105.0,8613.0,8705.0,8989.0,9425.0,10176.0,10251.0,10572.0,11061.0,9818.0,10320.0,10970.0,11286.0,3066.0,3080.0,2944.0,2902.0,3020.0,3200.0,3243.0,3414.0,3519.0,3728.0,3983.0,4212.0,4338.0,4559.0,5050.0,5187.0,10708.0,10556.0,10834.0,11343.0,11384.0,11239.0,11961.0,12361.0,12522.0,13020.0,13747.0,14421.0,12515.0,13559.0,15404.0,16076.0,10169.0,10011.0,10292.0,10749.0,10794.0,10614.0,11276.0,11665.0,11832.0,12326.0,13011.0,13650.0,11696.0,12646.0,14463.0,15134.0,539.0,544.0,542.0,594.0,591.0,625.0,685.0,696.0,690.0,694.0,736.0,771.0,819.0,913.0,941.0,942.0,7721.0,7555.0,7865.0,8375.0,8828.0,9254.0,9571.0,10123.0,10634.0,11218.0,11679.0,12253.0,12243.0,12764.0,13740.0,14982.0,1387.0,1246.0,1191.0,1331.0,1263.0,1419.0,1406.0,1509.0,1526.0,1650.0,1641.0,1738.0,1718.0,1892.0,2198.0,2614.0,3679.0,3783.0,4001.0,4158.0,4438.0,4566.0,4765.0,5065.0,5325.0,5549.0,5767.0,5965.0,6163.0,6132.0,6441.0,6931.0,2655.0,2526.0,2672.0,2885.0,3127.0,3269.0,3400.0,3550.0,3782.0,4020.0,4271.0,4549.0,4362.0,4741.0,5101.0,5437.0,7590.0,8001.0,8252.0,8486.0,8740.0,8885.0,9095.0,9388.0,9723.0,10129.0,10505.0,10950.0,10853.0,11350.0,12013.0,12915.0,6637.0,7024.0,7234.0,7436.0,7667.0,7789.0,7958.0,8236.0,8550.0,8897.0,9216.0,9598.0,9702.0,10203.0,10598.0,11351.0,953.0,977.0,1018.0,1050.0,1074.0,1095.0,1137.0,1152.0,1173.0,1232.0,1289.0,1352.0,1150.0,1147.0,1415.0,1564.0
AT13,75605.0,75026.0,76942.0,79361.0,80734.0,81911.0,83467.0,86162.0,90444.0,91606.0,95891.0,98542.0,95759.0,103425.0,110702.0,118679.0,45100.0,44500.0,45400.0,46400.0,46700.0,46700.0,46900.0,47500.0,48800.0,48800.0,50700.0,51800.0,50000.0,53800.0,56500.0,59500.0,17211.0,16492.0,16669.0,18500.0,18517.0,18605.0,18954.0,19099.0,19893.0,20992.0,22987.0,24127.0,23369.0,25681.0,27369.0,27369.0,67464.0,66782.0,68455.0,70615.0,71677.0,72765.0,74205.0,76531.0,80338.0,81400.0,85412.0,87843.0,85741.0,92301.0,99179.0,106580.0,41.0,29.0,33.0,26.0,20.0,27.0,25.0,26.0,37.0,37.0,43.0,51.0,58.0,71.0,64.0,65.0,8513.0,8459.0,8357.0,7917.0,7835.0,8419.0,8225.0,8243.0,9416.0,8955.0,8793.0,8099.0,8559.0,9520.0,8765.0,9979.0,6404.0,6425.0,6232.0,5884.0,6012.0,6257.0,6262.0,6478.0,7316.0,6874.0,6755.0,6342.0,6482.0,7541.0,7092.0,7105.0,3426.0,3271.0,3202.0,3083.0,3315.0,3452.0,3458.0,3383.0,3449.0,3626.0,3989.0,4177.0,4271.0,4162.0,4539.0,4842.0,20632.0,19856.0,20441.0,21454.0,21818.0,21497.0,22000.0,22643.0,24024.0,23633.0,25590.0,26541.0,24291.0,26106.0,29335.0,31119.0,14876.0,14370.0,14967.0,15670.0,16040.0,15605.0,15836.0,16267.0,16943.0,16409.0,17541.0,18124.0,15922.0,16814.0,19810.0,21111.0,5757.0,5487.0,5474.0,5784.0,5778.0,5892.0,6164.0,6376.0,7080.0,7223.0,8049.0,8417.0,8369.0,9292.0,9525.0,10008.0,19673.0,19309.0,20201.0,21453.0,21623.0,22042.0,22782.0,23731.0,24302.0,25337.0,26390.0,27591.0,26996.0,29567.0,31966.0,34278.0,4975.0,4569.0,5035.0,5386.0,4861.0,5018.0,5122.0,5269.0,4985.0,5068.0,5250.0,5449.0,5425.0,6576.0,6802.0,7851.0,5555.0,5715.0,5977.0,6353.0,6658.0,6809.0,7041.0,7314.0,7608.0,8182.0,8470.0,8616.0,8870.0,9303.0,10411.0,10945.0,9143.0,9025.0,9189.0,9713.0,10104.0,10214.0,10619.0,11149.0,11710.0,12086.0,12669.0,13526.0,12700.0,13688.0,14753.0,15482.0,15180.0,15858.0,16220.0,16684.0,17067.0,17328.0,17717.0,18504.0,19110.0,19812.0,20607.0,21384.0,21566.0,22875.0,24510.0,26296.0,12597.0,13202.0,13570.0,13977.0,14314.0,14541.0,14930.0,15634.0,16200.0,16769.0,17450.0,18124.0,18788.0,20132.0,21149.0,22536.0,2582.0,2656.0,2651.0,2707.0,2753.0,2788.0,2787.0,2870.0,2910.0,3044.0,3157.0,3261.0,2778.0,2742.0,3361.0,3761.0
AT21,17061.0,16262.0,16743.0,17560.0,17862.0,17915.0,18654.0,18935.0,19342.0,20107.0,21056.0,21722.0,21178.0,22576.0,25123.0,26638.0,30500.0,29100.0,30000.0,31600.0,32100.0,32200.0,33500.0,33900.0,34500.0,35800.0,37500.0,38700.0,37700.0,40100.0,44300.0,46800.0,4076.0,3309.0,3426.0,4028.0,4066.0,4081.0,4071.0,4258.0,4265.0,4523.0,4912.0,5142.0,5536.0,6131.0,6914.0,6914.0,15224.0,14475.0,14897.0,15625.0,15859.0,15915.0,16584.0,16819.0,17181.0,17867.0,18755.0,19364.0,18963.0,20148.0,22508.0,23923.0,299.0,262.0,297.0,349.0,366.0,320.0,335.0,300.0,307.0,349.0,305.0,284.0,234.0,315.0,395.0,419.0,3770.0,3328.0,3597.0,3833.0,3966.0,3929.0,4238.0,4220.0,4438.0,4648.0,5080.0,5228.0,5148.0,5598.0,6623.0,6961.0,2879.0,2483.0,2761.0,3008.0,2999.0,3089.0,3300.0,3361.0,3612.0,3870.0,4232.0,4268.0,4113.0,4553.0,5147.0,5312.0,1322.0,1210.0,1113.0,1151.0,1187.0,1167.0,1167.0,1167.0,1217.0,1281.0,1355.0,1362.0,1422.0,1486.0,1662.0,1721.0,3456.0,3447.0,3525.0,3694.0,3608.0,3693.0,3766.0,3765.0,3835.0,3908.0,3999.0,4090.0,3835.0,4191.0,4621.0,4827.0,3158.0,3158.0,3241.0,3384.0,3319.0,3400.0,3456.0,3455.0,3536.0,3605.0,3705.0,3779.0,3517.0,3812.0,4218.0,4416.0,298.0,289.0,284.0,310.0,289.0,293.0,310.0,310.0,298.0,303.0,294.0,311.0,318.0,379.0,402.0,411.0,3094.0,2800.0,2927.0,3127.0,3140.0,3167.0,3350.0,3495.0,3458.0,3649.0,3828.0,4070.0,4077.0,4155.0,4581.0,5007.0,759.0,625.0,638.0,696.0,654.0,606.0,634.0,662.0,619.0,665.0,681.0,702.0,681.0,739.0,895.0,1066.0,1156.0,1167.0,1187.0,1256.0,1320.0,1381.0,1467.0,1510.0,1532.0,1558.0,1654.0,1736.0,1777.0,1732.0,1830.0,1980.0,1180.0,1008.0,1102.0,1175.0,1166.0,1180.0,1249.0,1323.0,1306.0,1426.0,1493.0,1632.0,1619.0,1683.0,1856.0,1961.0,3283.0,3428.0,3438.0,3471.0,3593.0,3640.0,3728.0,3872.0,3927.0,4032.0,4187.0,4330.0,4246.0,4402.0,4626.0,4988.0,2937.0,3056.0,3068.0,3080.0,3199.0,3245.0,3325.0,3465.0,3517.0,3625.0,3768.0,3898.0,3884.0,4021.0,4160.0,4471.0,347.0,372.0,370.0,391.0,394.0,395.0,402.0,406.0,409.0,407.0,419.0,431.0,362.0,382.0,466.0,517.0
AT22,37912.0,36842.0,37703.0,39825.0,41349.0,41298.0,42745.0,43716.0,45702.0,47880.0,49180.0,51158.0,48992.0,52163.0,57583.0,61223.0,31500.0,30600.0,31300.0,33000.0,34200.0,34100.0,35100.0,35700.0,37000.0,38700.0,39600.0,41100.0,39300.0,41800.0,45700.0,48300.0,8601.0,8073.0,8406.0,8964.0,9166.0,9639.0,9465.0,9875.0,10897.0,11537.0,12004.0,12863.0,12176.0,14076.0,14962.0,14962.0,33830.0,32794.0,33545.0,35436.0,36711.0,36687.0,38002.0,38830.0,40596.0,42546.0,43806.0,45604.0,43867.0,46553.0,51589.0,54982.0,859.0,707.0,809.0,966.0,990.0,874.0,907.0,856.0,820.0,925.0,925.0,843.0,878.0,1031.0,1324.0,1252.0,10033.0,9090.0,9196.0,9925.0,10501.0,9999.0,10331.0,10655.0,11310.0,11949.0,12342.0,12908.0,11709.0,12565.0,13719.0,14811.0,8785.0,7869.0,8062.0,8755.0,9270.0,8880.0,9232.0,9473.0,10092.0,10691.0,10999.0,11457.0,10259.0,11136.0,11899.0,12690.0,2391.0,2331.0,2321.0,2318.0,2412.0,2430.0,2636.0,2618.0,2737.0,2906.0,3029.0,3171.0,3327.0,3458.0,3903.0,4130.0,6794.0,6780.0,6920.0,7367.0,7573.0,7624.0,7953.0,7956.0,8220.0,8492.0,8772.0,9066.0,8473.0,9178.0,10254.0,10611.0,6217.0,6193.0,6337.0,6705.0,6886.0,6842.0,7085.0,7091.0,7339.0,7569.0,7806.0,8019.0,7430.0,7983.0,9027.0,9294.0,577.0,588.0,583.0,662.0,686.0,781.0,868.0,865.0,881.0,923.0,965.0,1047.0,1042.0,1194.0,1227.0,1317.0,6640.0,6427.0,6603.0,7039.0,7264.0,7749.0,7873.0,8186.0,8636.0,9161.0,9295.0,9827.0,9736.0,10095.0,11371.0,12409.0,1485.0,1251.0,1191.0,1232.0,1266.0,1313.0,1233.0,1300.0,1390.0,1464.0,1497.0,1571.0,1519.0,1582.0,1995.0,2432.0,2860.0,2939.0,2968.0,3071.0,3161.0,3361.0,3516.0,3593.0,3729.0,3903.0,4066.0,4303.0,4411.0,4382.0,4816.0,5223.0,2296.0,2237.0,2445.0,2736.0,2838.0,3075.0,3125.0,3292.0,3516.0,3795.0,3732.0,3953.0,3806.0,4131.0,4559.0,4754.0,7112.0,7458.0,7697.0,7819.0,7970.0,8010.0,8303.0,8558.0,8873.0,9113.0,9443.0,9789.0,9745.0,10227.0,11018.0,11769.0,6321.0,6643.0,6870.0,6954.0,7096.0,7115.0,7386.0,7622.0,7973.0,8171.0,8455.0,8754.0,8830.0,9269.0,9824.0,10450.0,792.0,815.0,827.0,866.0,875.0,896.0,917.0,935.0,900.0,942.0,988.0,1034.0,915.0,958.0,1194.0,1320.0
