geo,indicator,forecast_year,forecast_value,model_used
PL63,gva_sector_a,2023,746.92865,Single
PL71,gva_sector_a,2023,1503.8375,Single
PL72,gva_sector_a,2023,520.0938,Single
PL81,gva_sector_a,2023,1093.5995,Single
PL82,gva_sector_a,2023,374.79898,Single
PL84,gva_sector_a,2023,1074.7513,Single
PL91,gva_sector_a,2023,586.9527,Single
PL92,gva_sector_a,2023,2574.998,Single
PLZZ,gva_sector_a,2023,0.0053605903,Single
PTZZ,gva_sector_a,2023,0.0053605903,Single
ROZZ,gva_sector_a,2023,0.0053605903,Single
RS11,gva_sector_a,2023,225.0117,Single
RS12,gva_sector_a,2023,1331.4615,Single
RS21,gva_sector_a,2023,1127.1146,Single
RS22,gva_sector_a,2023,626.81537,Single
RSZZ,gva_sector_a,2023,0.0053605903,Single
SEZZ,gva_sector_a,2023,0.0053605903,Single
AL01,gva_sector_bde,2023,262.49277,Multi
AL02,gva_sector_bde,2023,649.3079,Multi
AL03,gva_sector_bde,2023,401.0717,Multi
BEZZ,gva_sector_bde,2023,7.881262,Multi
CH01,gva_sector_bde,2023,14481.878,Multi
CH02,gva_sector_bde,2023,16838.787,Multi
CH03,gva_sector_bde,2023,16888.512,Multi
CH04,gva_sector_bde,2023,13660.585,Multi
CH05,gva_sector_bde,2023,15915.511,Multi
CH06,gva_sector_bde,2023,12176.019,Multi
CH07,gva_sector_bde,2023,5337.2803,Multi
DE11,gva_sector_bde,2023,50497.066,Multi
DE12,gva_sector_bde,2023,29828.303,Multi
DE13,gva_sector_bde,2023,29350.906,Multi
DE14,gva_sector_bde,2023,29583.21,Multi
DE21,gva_sector_bde,2023,50873.77,Multi
DE22,gva_sector_bde,2023,20555.773,Multi
DE23,gva_sector_bde,2023,15612.275,Multi
DE24,gva_sector_bde,2023,12752.26,Multi
DE25,gva_sector_bde,2023,22879.56,Multi
DE26,gva_sector_bde,2023,16553.014,Multi
DE27,gva_sector_bde,2023,25264.979,Multi
DE30,gva_sector_bde,2023,16742.797,Multi
DE40,gva_sector_bde,2023,15107.769,Multi
DE50,gva_sector_bde,2023,8894.129,Multi
DE60,gva_sector_bde,2023,20849.465,Multi
DE71,gva_sector_bde,2023,41863.926,Multi
DE72,gva_sector_bde,2023,10620.657,Multi
DE73,gva_sector_bde,2023,12901.282,Multi
DE80,gva_sector_bde,2023,8471.088,Multi
DE91,gva_sector_bde,2023,27021.646,Multi
DE92,gva_sector_bde,2023,18758.459,Multi
DE93,gva_sector_bde,2023,10537.62,Multi
DE94,gva_sector_bde,2023,25416.377,Multi
DEA1,gva_sector_bde,2023,50333.566,Multi
DEA2,gva_sector_bde,2023,39840.746,Multi
DEA3,gva_sector_bde,2023,22232.373,Multi
DEA4,gva_sector_bde,2023,28793.096,Multi
DEA5,gva_sector_bde,2023,36953.066,Multi
DEB1,gva_sector_bde,2023,14246.877,Multi
DEB2,gva_sector_bde,2023,4926.311,Multi
DEB3,gva_sector_bde,2023,28653.396,Multi
DEC0,gva_sector_bde,2023,11856.664,Multi
DED2,gva_sector_bde,2023,12350.998,Multi
DED4,gva_sector_bde,2023,12585.822,Multi
DED5,gva_sector_bde,2023,7187.788,Multi
DEE0,gva_sector_bde,2023,16791.73,Multi
DEF0,gva_sector_bde,2023,20811.615,Multi
DEG0,gva_sector_bde,2023,18164.082,Multi
FIZZ,gva_sector_bde,2023,7.881262,Multi
FR10,gva_sector_bde,2023,51166.98,Multi
FRB0,gva_sector_bde,2023,13791.238,Multi
FRC1,gva_sector_bde,2023,7794.7314,Multi
FRC2,gva_sector_bde,2023,7451.4204,Multi
FRD1,gva_sector_bde,2023,7640.369,Multi
FRD2,gva_sector_bde,2023,14354.684,Multi
FRE1,gva_sector_bde,2023,17792.178,Multi
FRE2,gva_sector_bde,2023,10178.694,Multi
FRF1,gva_sector_bde,2023,14023.0625,Multi
FRF2,gva_sector_bde,2023,8272.914,Multi
FRF3,gva_sector_bde,2023,11765.628,Multi
FRG0,gva_sector_bde,2023,21729.28,Multi
FRH0,gva_sector_bde,2023,14811.2705,Multi
FRI1,gva_sector_bde,2023,14521.502,Multi
FRI2,gva_sector_bde,2023,3029.7393,Multi
FRI3,gva_sector_bde,2023,9170.775,Multi
FRJ1,gva_sector_bde,2023,6322.3633,Multi
FRJ2,gva_sector_bde,2023,17403.143,Multi
FRK1,gva_sector_bde,2023,7740.742,Multi
FRK2,gva_sector_bde,2023,49983.902,Multi
FRL0,gva_sector_bde,2023,24604.68,Multi
FRM0,gva_sector_bde,2023,540.9202,Multi
FRY1,gva_sector_bde,2023,987.6968,Multi
FRY2,gva_sector_bde,2023,865.2833,Multi
FRY3,gva_sector_bde,2023,415.3815,Multi
FRY4,gva_sector_bde,2023,1580.9058,Multi
FRY5,gva_sector_bde,2023,164.49506,Multi
FRZZ,gva_sector_bde,2023,3.4852893,Multi
IE04,gva_sector_bde,2023,9274.619,Multi
IE05,gva_sector_bde,2023,31139.17,Multi
IE06,gva_sector_bde,2023,33689.453,Multi
LVZZ,gva_sector_bde,2023,7.881262,Multi
NL11,gva_sector_bde,2023,10297.421,Multi
NL12,gva_sector_bde,2023,4975.2227,Multi
