geo,indicator,forecast_year,forecast_value,model_used
EL42,short_stay_total_arrivals,2024,0.0,Single
EL42,short_stay_total_arrivals_per_km2,2024,0.0,Single
EL42,short_stay_total_arrivals_per_person,2024,0.0,Single
EL42,short_stay_total_overnights,2024,0.0,Single
