geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,employees,self_employed,self_employed_with_employees,self_employed_without_employees,contributing_family_members,labour_force,long_term_unemployment,long_term_unemployment_rate,employment_part_time,employment_full_time,employment_part_time_pct,employment_full_time_pct,permanent_employment,permanent_employment_pct,temporary_employment,temporary_employment_pct,deprivation,housing,involuntary_part_time,involuntary_temporary,involuntary_temporary_pct,involuntary_part_time_pct,neets,neets_pop_prc,persons_low_work,persons_risk_poverty,fca_epl,fca_no_epl,empl_rate_ED0-2,empl_rate_ED3-4,empl_rate_ED5-8,skills_isco_0,skills_isco_4_5,skills_isco_9,skills_isco_6_8,skills_isco_1_3,skills_isco_1_3_pct,skills_isco_4_5_pct,skills_isco_6_8_pct,skills_isco_9_pct,sector_a,sector_bde,sector_c,sector_f,sector_g,sector_h,sector_i,sector_jklmnu,sector_opq,sector_rst,sector_a_pct,sector_bde_pct,sector_c_pct,sector_f_pct,sector_g_pct,sector_h_pct,sector_i_pct,sector_jklmnu_pct,sector_opq_pct,sector_rst_pct,sector_a_lq,sector_bde_lq,sector_c_lq,sector_f_lq,sector_g_lq,sector_h_lq,sector_i_lq,sector_jklmnu_lq,sector_opq_lq,sector_rst_lq,total_employment,total_employment_rate,unemployment,unemployment_rate,weekly_hours,youth_employment,youth_employment_rate,youth_long_term_unemployment_rate,youth_unemployment,youth_unemployment_rate
AL01,2017,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1693562.5,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2018,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1488375.0,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2019,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1479187.5,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2020,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1151500.0,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2021,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1212750.0,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2022,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1179062.5,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL01,2023,Veri,2,AL,Albania,0,,,,,,,,,,,,,,,,,1111687.5,,,,,,,,518000.0,765187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2017,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1543500.0,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2018,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1439375.0,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2019,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1237250.0,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2020,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1166812.5,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2021,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1191312.5,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2022,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1148437.5,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL02,2023,Qender,2,AL,Albania,0,,,,,,,,,,,,,,,,,1074937.5,,,,,,,,322437.5,648375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2017,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1485312.5,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2018,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1365875.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2019,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1218875.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2020,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1261750.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2021,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1182125.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2022,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1071875.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL03,2023,Jug,2,AL,Albania,0,,,,,,,,,,,,,,,,,1010625.0,,,,,,,,234937.5,626937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT11,2008,Burgenland,2,AT,Austria,0,116500.0,14400.0,6300.0,8100.0,,138200.0,,,24300.0,92200.0,18.353,69.637,,,,,,,,,,,,8.2,,,0.482,0.563,48.4,77.3,87.9,,,,,,,,,,7349.0,,18856.0,15288.0,21349.0,7046.0,8385.0,13678.0,31052.0,,5.551,,14.242,11.547,16.125,5.322,6.333,10.331,23.453,,1.205,,0.896,1.241,0.991,1.074,1.039,0.67,1.083,,132400.0,71.3,5800.0,4.2,38.9,,,,,
AT11,2009,Burgenland,2,AT,Austria,0,116100.0,14800.0,6300.0,8500.0,,139200.0,,,26100.0,90100.0,19.743,68.154,,,,,,,,,,,,8.1,,,0.491,0.584,46.7,76.7,87.2,,,,,,,,,,7476.0,,16122.0,15806.0,22068.0,6237.0,8293.0,14484.0,31768.0,3464.0,5.655,,12.195,11.956,16.693,4.718,6.273,10.956,24.03,2.62,1.219,,0.806,1.362,1.046,0.952,1.004,0.695,1.054,0.599,132200.0,70.8,7000.0,5.0,38.9,,,,,
AT11,2010,Burgenland,2,AT,Austria,0,116700.0,15400.0,5800.0,9600.0,,139200.0,,,26000.0,90600.0,19.476,67.865,,,,,,,,,,,,7.8,,,0.46,0.544,45.8,77.6,86.5,,,,,,,,,,7081.0,,15920.0,14309.0,22082.0,7173.0,7462.0,14935.0,32467.0,3484.0,5.304,,11.925,10.718,16.541,5.373,5.59,11.187,24.32,2.61,1.131,,0.774,1.273,1.081,1.109,0.911,0.693,1.052,0.568,133500.0,71.0,5700.0,4.0,38.7,,,,,
AT11,2011,Burgenland,2,AT,Austria,0,117500.0,14300.0,5700.0,8600.0,,138300.0,,,28100.0,89400.0,21.128,67.218,,,,,,,,,,,,7.6,,,0.416,0.51,45.9,76.5,84.9,,40751.0,11182.0,32783.0,47838.0,34.043,29.0,23.329,7.957,5811.0,,16967.0,15045.0,20858.0,7534.0,6683.0,18871.0,32242.0,,4.369,,12.757,11.312,15.683,5.665,5.025,14.189,24.242,,0.989,,0.798,1.282,1.026,1.127,0.839,0.891,1.072,,133000.0,70.3,5300.0,3.8,38.2,,,,,
AT11,2012,Burgenland,2,AT,Austria,0,118300.0,13900.0,5900.0,7900.0,,140000.0,,,28800.0,89500.0,21.573,67.041,,,,,,,,,,,,8.0,,,0.41,0.513,43.7,77.5,82.8,,41572.0,10491.0,34160.0,46885.0,33.365,29.584,24.31,7.466,5824.0,,18158.0,14813.0,21799.0,7895.0,8269.0,17740.0,30426.0,,4.363,,13.601,11.096,16.329,5.914,6.194,13.288,22.791,,1.049,,0.851,1.216,1.082,1.164,0.986,0.843,1.006,,133500.0,70.4,6500.0,4.6,37.9,,,,,
AT11,2013,Burgenland,2,AT,Austria,0,116800.0,14800.0,6500.0,8300.0,,138600.0,,,27700.0,89100.0,20.89,67.195,,,,,,,,,,,,8.7,,,0.402,0.528,42.9,76.0,86.0,,39575.0,9986.0,32968.0,49391.0,35.654,28.568,23.799,7.209,5659.0,,18421.0,14164.0,20953.0,6549.0,6546.0,14749.0,33733.0,3665.0,4.268,,13.892,10.682,15.802,4.939,4.937,11.123,25.44,2.764,1.056,,0.877,1.189,1.076,0.954,0.842,0.684,1.093,0.614,132600.0,69.9,6000.0,4.3,38.0,,,,,
AT11,2014,Burgenland,2,AT,Austria,0,116200.0,15000.0,6900.0,8100.0,,139000.0,,,27600.0,88600.0,20.877,67.02,,,,,,,,,,,,8.9,,9.1,0.161,0.211,43.7,73.8,82.6,,39215.0,8407.0,33506.0,50658.0,36.844,28.521,24.369,6.114,5656.0,,17355.0,14062.0,20307.0,6591.0,7365.0,14168.0,33120.0,4635.0,4.278,,13.128,10.637,15.361,4.986,5.571,10.717,25.053,3.506,1.005,,0.828,1.212,1.048,1.002,0.977,0.656,1.063,0.786,132200.0,69.8,6800.0,4.8,38.0,,,,,
AT11,2015,Burgenland,2,AT,Austria,0,116100.0,14900.0,6700.0,8200.0,,139100.0,,,29500.0,86600.0,22.399,65.756,,,,,,,,,,,,8.1,,11.7,0.181,0.226,42.8,72.7,82.1,,36190.0,9963.0,32970.0,52212.0,38.803,26.896,24.503,7.404,5668.0,,18312.0,14437.0,19836.0,5894.0,5812.0,13245.0,35852.0,3593.0,4.304,,13.904,10.962,15.062,4.475,4.413,10.057,27.222,2.728,1.084,,0.858,1.295,1.04,0.89,0.772,0.628,1.135,0.578,131700.0,69.6,7400.0,5.2,37.7,,,,,
AT11,2016,Burgenland,2,AT,Austria,0,116500.0,14900.0,7100.0,7700.0,,140400.0,,,31300.0,85200.0,23.658,64.399,,,,,,,,,,,,10.6,,12.7,-0.449,-0.619,43.4,72.3,84.9,,39054.0,10929.0,30867.0,50935.0,36.389,27.901,22.052,7.808,5509.0,,19002.0,13943.0,21060.0,6701.0,6134.0,18533.0,32463.0,3919.0,4.164,,14.363,10.539,15.918,5.065,4.636,14.008,24.537,2.962,1.081,,0.889,1.259,1.103,1.014,0.758,0.867,1.03,0.62,132300.0,69.8,8100.0,5.7,37.3,,,,,
AT11,2017,Burgenland,2,AT,Austria,0,119000.0,14600.0,6600.0,7900.0,,141500.0,,,30500.0,88400.0,22.744,65.921,,,,,,,,,,,,8.0,,13.1,-0.437,-0.602,42.1,73.5,86.4,,38994.0,9455.0,31318.0,53510.0,37.963,27.665,22.219,6.708,4983.0,,17183.0,14115.0,19907.0,7077.0,5825.0,19631.0,35956.0,3889.0,3.716,,12.814,10.526,14.845,5.277,4.344,14.639,26.813,2.9,1.076,,0.812,1.298,1.032,1.055,0.705,0.884,1.093,0.612,134100.0,71.1,7500.0,5.2,37.4,,,,,
AT11,2018,Burgenland,2,AT,Austria,0,119600.0,14900.0,6000.0,9000.0,,141000.0,,,30500.0,89100.0,22.576,65.951,,,,,,,,,,,,9.9,,11.8,-0.407,-0.566,47.6,73.8,84.7,,38238.0,9581.0,33690.0,52820.0,38.034,27.534,24.259,6.899,5424.0,,19433.0,14847.0,19163.0,6647.0,7181.0,18866.0,33347.0,4327.0,4.015,,14.384,10.99,14.184,4.92,5.315,13.964,24.683,3.203,1.211,,0.881,1.37,0.979,0.961,0.898,0.827,1.02,0.724,135100.0,71.8,5900.0,4.2,37.3,,,,,
AT11,2019,Burgenland,2,AT,Austria,0,120300.0,14100.0,6800.0,7300.0,,140200.0,,,31500.0,88800.0,23.333,65.778,,,,,,,,,,,,,,,-0.396,-0.557,45.2,74.1,84.9,,37783.0,9224.0,31144.0,56290.0,39.899,26.781,22.075,6.538,5009.0,,18436.0,15335.0,20015.0,6526.0,6949.0,13465.0,35757.0,4710.0,3.71,,13.656,11.359,14.826,4.834,5.147,9.974,26.487,3.489,1.116,,0.85,1.374,1.028,0.942,0.839,0.597,1.092,0.781,135000.0,71.9,5200.0,3.6,37.4,,,,,
AT11,2020,Burgenland,2,AT,Austria,0,119600.0,14500.0,6300.0,8200.0,,141000.0,,,32900.0,86600.0,24.37,64.148,,,,,,,,,,,,,,,-0.386,-0.548,44.1,73.3,85.1,,36930.0,8716.0,29436.0,59378.0,41.829,26.015,20.736,6.14,5699.0,,16925.0,13548.0,20156.0,6901.0,5311.0,13088.0,37568.0,3986.0,4.221,,12.537,10.036,14.93,5.112,3.934,9.695,27.828,2.953,1.178,,0.795,1.229,1.03,0.996,0.744,0.567,1.133,0.649,135000.0,72.0,6000.0,4.2,36.8,,,,,
AT11,2021,Burgenland,2,AT,Austria,0,120400.0,13000.0,6400.0,6600.0,,142300.0,,,33800.0,86600.0,25.056,64.196,,,,,0.5,,,,,,,8.9,6.0,9.9,,,43.6,73.3,85.5,,37853.0,10472.0,28530.0,57456.0,40.002,26.354,19.863,7.291,5389.0,,17216.0,14199.0,17954.0,6725.0,6197.0,12750.0,39854.0,3497.0,3.995,,12.762,10.526,13.309,4.985,4.594,9.451,29.543,2.592,1.172,,0.76,1.384,0.927,0.988,0.917,0.557,1.166,0.647,134900.0,71.8,7400.0,5.1,36.5,,,,,
AT11,2022,Burgenland,2,AT,Austria,0,123500.0,13600.0,6700.0,7000.0,,144500.0,,,34700.0,88800.0,25.109,64.255,,,,,1.2,,,,,,,9.6,1.9,6.5,,,45.2,75.3,86.3,,37821.0,9990.0,29899.0,59419.0,40.964,26.074,20.613,6.887,5434.0,,17127.0,15899.0,18479.0,6624.0,5517.0,20051.0,41679.0,3371.0,3.932,,12.393,11.504,13.371,4.793,3.992,14.509,30.158,2.439,1.223,,0.73,1.379,0.976,1.02,0.705,0.84,1.224,0.585,138200.0,73.3,6300.0,4.3,36.7,,,,,
AT11,2023,Burgenland,2,AT,Austria,0,122900.0,14300.0,6100.0,8200.0,,145600.0,,,34100.0,88800.0,24.71,64.348,,,,,2.1,,,,,,,8.5,4.2,8.9,,,44.0,75.1,85.8,,38560.0,8829.0,28148.0,61700.0,41.788,26.116,19.064,5.98,5451.0,,18487.0,12942.0,19072.0,6044.0,5230.0,22716.0,38974.0,3847.0,3.95,,13.396,9.378,13.82,4.38,3.79,16.461,28.242,2.788,1.378,,0.799,1.192,0.981,0.913,0.718,0.929,1.131,0.646,138000.0,73.2,7700.0,5.2,36.6,,,,,
AT11,2024,Burgenland,2,AT,Austria,0,121800.0,15100.0,6400.0,8700.0,,144500.0,,,34400.0,87500.0,25.018,63.636,,,,,2.0,,,,,,,,7.5,6.4,,,46.0,73.9,86.4,,36893.0,9390.0,27886.0,62980.0,43.091,25.242,19.08,6.425,3798.0,,17186.0,13418.0,18251.0,6927.0,5750.0,23610.0,39441.0,3775.0,2.762,,12.499,9.759,13.273,5.038,4.182,17.171,28.684,2.745,1.083,,0.78,1.256,0.951,1.055,0.778,0.946,1.127,0.595,137500.0,73.5,7200.0,4.9,36.5,,,,,
AT12,2008,Niederösterreich,2,AT,Austria,0,659900.0,86400.0,33600.0,52900.0,14300.0,790500.0,8800.0,29.4,148300.0,511600.0,19.498,67.263,,,,,,,,,,,25150.0,9.0,,,-0.132,-0.255,50.0,77.8,86.6,,,,,,,,,,48967.0,8791.0,120851.0,72337.0,124004.0,40090.0,32448.0,115999.0,166218.0,27683.0,6.438,1.156,15.889,9.511,16.303,5.271,4.266,15.251,21.854,3.64,1.398,0.868,0.999,1.022,1.002,1.063,0.7,0.989,1.009,0.817,760600.0,72.5,30000.0,3.7,38.9,174070.0,62.29,,12500.0,6.7
AT12,2009,Niederösterreich,2,AT,Austria,0,651800.0,88500.0,31400.0,57000.0,12400.0,790200.0,9100.0,24.3,153900.0,497900.0,20.446,66.149,,,,,,,,,,,25970.0,9.2,,,-0.136,-0.252,47.1,77.2,85.0,,,,,,,,,,49909.0,8817.0,109747.0,61631.0,133002.0,38617.0,29428.0,112988.0,177802.0,26632.0,6.631,1.171,14.58,8.188,17.67,5.13,3.91,15.011,23.622,3.538,1.429,0.867,0.964,0.933,1.107,1.036,0.626,0.953,1.036,0.809,752700.0,71.7,37500.0,4.7,38.8,168770.0,59.79,,17100.0,9.2
AT12,2010,Niederösterreich,2,AT,Austria,0,654500.0,92500.0,32800.0,59600.0,12300.0,791000.0,7500.0,23.5,155500.0,499100.0,20.479,65.732,,,,,,,,,,,22090.0,7.8,,,-0.134,-0.247,46.7,77.5,85.8,,,,,,,,,,52832.0,7362.0,112959.0,52654.0,130643.0,35647.0,31390.0,118248.0,181703.0,31294.0,6.958,0.97,14.877,6.935,17.206,4.695,4.134,15.573,23.93,4.121,1.484,0.713,0.966,0.824,1.124,0.969,0.674,0.965,1.035,0.897,759300.0,72.1,31700.0,3.9,38.5,166560.0,58.81,,13700.0,7.6
AT12,2011,Niederösterreich,2,AT,Austria,0,665200.0,91000.0,34000.0,57000.0,10600.0,803600.0,9600.0,26.0,160000.0,505200.0,20.866,65.884,,,,,,,,,,,26240.0,9.3,,,-0.161,-0.26,49.2,77.3,86.5,,233441.0,55595.0,186236.0,289277.0,35.636,28.758,22.942,6.849,44266.0,10243.0,113554.0,61145.0,125127.0,40924.0,34730.0,122297.0,181052.0,30320.0,5.773,1.336,14.809,7.974,16.318,5.337,4.529,15.949,23.611,3.954,1.307,0.915,0.926,0.904,1.068,1.062,0.757,1.001,1.044,0.886,766800.0,72.4,36900.0,4.5,38.4,171200.0,60.67,,15700.0,8.4
AT12,2012,Niederösterreich,2,AT,Austria,0,673800.0,86300.0,32299.0,54000.0,11900.0,809400.0,11500.0,30.7,170800.0,503000.0,22.127,65.164,,,,,,,,,,,20250.0,7.2,,,-0.228,-0.336,48.3,77.4,88.9,,236161.0,57147.0,188778.0,287118.0,35.161,28.92,23.118,6.998,40951.0,8934.0,119193.0,70566.0,115358.0,44717.0,39546.0,116625.0,180887.0,30700.0,5.305,1.157,15.442,9.142,14.945,5.793,5.123,15.109,23.434,3.977,1.276,0.903,0.967,1.002,0.99,1.141,0.816,0.958,1.035,0.866,771900.0,72.6,37600.0,4.6,37.8,177690.0,63.17,1.7,14200.0,7.4
AT12,2013,Niederösterreich,2,AT,Austria,0,669000.0,89800.0,29800.0,60100.0,10500.0,810100.0,9800.0,24.0,170300.0,498600.0,22.14,64.821,,,,,,,,,,,22350.0,8.0,,,-0.155,-0.214,45.8,77.9,86.6,,223104.0,53309.0,192423.0,297676.0,37.341,27.986,24.138,6.687,39194.0,10003.0,117730.0,68978.0,112959.0,42718.0,30443.0,123580.0,189344.0,30685.0,5.095,1.3,15.306,8.967,14.685,5.554,3.958,16.066,24.616,3.989,1.261,0.938,0.966,0.999,1.0,1.073,0.675,0.989,1.058,0.886,769200.0,72.4,40900.0,5.0,37.7,173520.0,62.12,,15500.0,8.2
AT12,2014,Niederösterreich,2,AT,Austria,0,670100.0,93200.0,36400.0,56800.0,11800.0,817500.0,11500.0,27.0,171400.0,498700.0,22.113,64.34,,,,,,,,,,,27790.0,10.0,,10.7,-0.294,-0.396,49.4,74.8,86.5,3410.0,214208.0,51193.0,192765.0,313571.0,39.533,27.006,24.303,6.454,41258.0,10413.0,115215.0,69668.0,106882.0,42905.0,28184.0,126450.0,198003.0,32671.0,5.323,1.343,14.865,8.988,13.789,5.535,3.636,16.314,25.545,4.215,1.251,0.94,0.938,1.024,0.941,1.113,0.638,0.999,1.084,0.945,775100.0,72.8,42500.0,5.1,37.3,169760.0,61.09,,17200.0,9.2
AT12,2015,Niederösterreich,2,AT,Austria,0,681300.0,93200.0,34600.0,58600.0,7500.0,825800.0,12900.0,29.4,172500.0,508900.0,22.059,65.077,,,,,,,,,,,21900.0,7.9,,10.0,-0.283,-0.392,49.2,74.5,85.7,,214005.0,52380.0,189375.0,323773.0,40.262,26.612,23.549,6.514,42731.0,9814.0,119159.0,63523.0,105609.0,43511.0,33433.0,123264.0,207044.0,30002.0,5.464,1.255,15.238,8.123,13.505,5.564,4.275,15.763,26.476,3.837,1.377,0.882,0.94,0.959,0.932,1.107,0.748,0.985,1.104,0.813,782000.0,73.1,44000.0,5.2,37.5,172400.0,62.18,,15400.0,8.2
AT12,2016,Niederösterreich,2,AT,Austria,0,693100.0,87900.0,31400.0,56500.0,8000.0,833000.0,14900.0,33.8,190700.0,502400.0,24.17,63.676,,,,,,,,,,,23220.0,8.3,,9.7,-0.529,-0.727,46.4,75.4,86.1,3573.0,231009.0,55631.0,180802.0,317960.0,38.051,27.646,21.637,6.658,39266.0,9140.0,122029.0,61751.0,119301.0,40228.0,38916.0,126191.0,196708.0,30947.0,4.977,1.158,15.466,7.826,15.121,5.099,4.932,15.994,24.931,3.922,1.292,0.866,0.958,0.935,1.048,1.02,0.806,0.99,1.047,0.821,789000.0,73.1,44000.0,5.2,37.1,171160.0,61.17,1.8,15900.0,8.5
AT12,2017,Niederösterreich,2,AT,Austria,0,701900.0,90000.0,35100.0,54900.0,10400.0,843800.0,15100.0,36.4,187400.0,514500.0,23.358,64.128,,,,,,,,,,,21500.0,7.7,,9.7,-0.536,-0.735,48.2,76.3,87.5,,229676.0,59059.0,171898.0,338956.0,39.535,26.789,20.05,6.888,39510.0,8519.0,117197.0,56020.0,125587.0,41558.0,33692.0,135124.0,209720.0,31557.0,4.925,1.062,14.608,6.982,15.653,5.18,4.199,16.842,26.14,3.933,1.426,0.826,0.926,0.861,1.088,1.036,0.681,1.017,1.066,0.83,802300.0,74.3,41400.0,4.8,37.2,169030.0,60.54,1.7,14300.0,7.8
AT12,2018,Niederösterreich,2,AT,Austria,0,708300.0,89000.0,31600.0,57400.0,6300.0,835600.0,9900.0,30.9,192000.0,516299.0,23.89,64.24,,,,,,,,,,,19040.0,6.9,,9.7,-0.452,-0.626,48.6,76.2,86.6,4750.0,215676.0,60362.0,174275.0,348612.0,41.485,25.666,20.739,7.183,31905.0,12006.0,125480.0,59438.0,125672.0,46232.0,31360.0,132494.0,203716.0,30839.0,3.97,1.494,15.613,7.396,15.637,5.752,3.902,16.486,25.347,3.837,1.198,1.142,0.956,0.922,1.079,1.124,0.659,0.977,1.048,0.867,803700.0,74.4,32000.0,3.8,37.1,166660.0,60.38,,9700.0,5.5
AT12,2019,Niederösterreich,2,AT,Austria,0,709000.0,91500.0,37400.0,54100.0,5900.0,840700.0,8500.0,24.7,188200.0,520799.0,23.338,64.583,,,,,,,,,,,22650.0,8.3,,,-0.461,-0.642,47.4,76.1,87.2,4268.0,216776.0,57560.0,190127.0,337675.0,40.743,26.156,22.94,6.945,38285.0,10930.0,119875.0,66005.0,125808.0,43651.0,34376.0,136309.0,194738.0,34343.0,4.748,1.355,14.865,8.185,15.601,5.413,4.263,16.903,24.149,4.259,1.429,1.108,0.925,0.99,1.082,1.054,0.695,1.012,0.995,0.953,806400.0,74.4,34300.0,4.0,37.2,165570.0,60.66,,11700.0,6.6
AT12,2020,Niederösterreich,2,AT,Austria,0,708600.0,88100.0,36200.0,51900.0,8000.0,840600.0,9800.0,27.3,183200.0,525500.0,22.763,65.296,,,,,,,,,,,22130.0,8.2,,,-0.475,-0.666,46.0,75.9,86.9,,209170.0,58601.0,179988.0,354112.0,42.61,25.169,21.658,7.051,42803.0,9128.0,124509.0,61838.0,119844.0,38822.0,29956.0,138308.0,204539.0,33059.0,5.318,1.134,15.471,7.684,14.891,4.824,3.722,17.185,25.415,4.108,1.484,0.847,0.98,0.941,1.027,0.94,0.704,1.005,1.035,0.902,804800.0,74.1,35800.0,4.2,37.2,164860.0,61.1,,12600.0,7.1
AT12,2021,Niederösterreich,2,AT,Austria,0,714300.0,83000.0,33900.0,49100.0,7700.0,848700.0,14100.0,32.3,192700.0,521500.0,23.938,64.783,,,,,1.5,,,,,,23410.0,8.8,6.1,13.2,,,45.6,75.9,86.6,3513.0,207824.0,54711.0,174990.0,363955.0,43.623,24.91,20.974,6.558,37577.0,10687.0,131036.0,61596.0,114998.0,40558.0,28552.0,135484.0,213794.0,27078.0,4.668,1.328,16.278,7.652,14.285,5.038,3.547,16.83,26.558,3.364,1.37,0.891,0.97,1.006,0.995,0.998,0.708,0.993,1.048,0.839,805000.0,73.9,43700.0,5.1,36.9,165420.0,62.19,,13800.0,7.7
AT12,2022,Niederösterreich,2,AT,Austria,0,724000.0,88000.0,33500.0,54500.0,4800.0,850800.0,9800.0,28.8,210800.0,513200.0,25.808,62.831,,,,,1.6,,,,,,24740.0,9.4,4.4,14.0,,,46.1,77.3,86.3,,219254.0,57080.0,173882.0,363718.0,42.327,25.515,20.235,6.643,34431.0,11497.0,133906.0,70426.0,124396.0,39897.0,31102.0,139071.0,200899.0,27835.0,4.215,1.408,16.394,8.622,15.23,4.885,3.808,17.026,24.596,3.408,1.311,1.059,0.966,1.034,1.112,1.04,0.672,0.986,0.998,0.818,816800.0,74.7,34200.0,4.0,36.6,162680.0,61.82,,13000.0,7.4
AT12,2023,Niederösterreich,2,AT,Austria,0,729400.0,88900.0,34900.0,54000.0,5600.0,861400.0,10600.0,28.1,217400.0,512000.0,26.387,62.143,,,,,4.0,,,,,,21730.0,8.3,4.7,10.3,,,46.4,76.9,87.1,,214523.0,50004.0,170587.0,386429.0,44.649,24.787,19.71,5.778,35414.0,13215.0,141228.0,58974.0,122637.0,34623.0,28659.0,142207.0,214875.0,28291.0,4.298,1.604,17.141,7.158,14.885,4.202,3.478,17.26,26.08,3.434,1.5,1.184,1.023,0.91,1.057,0.876,0.659,0.974,1.044,0.796,823900.0,75.3,37700.0,4.3,36.3,167790.0,64.1,,10900.0,6.1
AT12,2024,Niederösterreich,2,AT,Austria,0,726200.0,93100.0,38600.0,54500.0,7100.0,862900.0,8800.0,23.7,224200.0,502100.0,27.126,60.75,,,,,4.2,,,,,,20980.0,8.1,4.0,10.0,,,49.8,76.6,86.4,3150.0,223081.0,52867.0,162840.0,384558.0,43.522,25.247,18.429,5.983,29911.0,11025.0,129912.0,55815.0,123486.0,38174.0,31254.0,141909.0,222687.0,39779.0,3.619,1.334,15.718,6.753,14.941,4.619,3.781,17.17,26.943,4.813,1.419,1.006,0.981,0.869,1.07,0.967,0.703,0.946,1.059,1.043,826500.0,75.6,37000.0,4.2,36.1,158990.0,61.38,,11600.0,6.8
AT13,2008,Wien,2,AT,Austria,0,662600.0,79400.0,28900.0,50500.0,,803400.0,18000.0,30.4,149300.0,513299.0,20.062,68.973,,,,,,,,,,,38030.0,11.7,,,-0.204,-0.35,44.6,68.9,80.7,,,,,,,,,,,4498.0,62778.0,53527.0,116314.0,42382.0,47965.0,183738.0,178761.0,46355.0,,0.604,8.436,7.193,15.629,5.695,6.445,24.689,24.021,6.229,,0.454,0.53,0.773,0.961,1.149,1.057,1.601,1.109,1.398,744200.0,65.4,59300.0,7.3,38.5,171680.0,52.81,2.3,25200.0,12.8
