geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,gdp_mio_eur,gdp_eur_hab,gfcf,gva,gva_sector_a,gva_sector_bde,gva_sector_c,gva_sector_f,gva_sector_ghij,gva_sector_ghi,gva_sector_j,gva_sector_klmn,gva_sector_k,gva_sector_l,gva_sector_mn,gva_sector_opqrstu,gva_sector_opq,gva_sector_rstu
AL01,2008,Veri,2,AL,Albania,0,2079.0,2300.0,,1803.0,442.03,230.92,104.96,258.2,423.96,345.84,78.12,221.53,34.96,143.95,42.62,226.38,197.82,28.56
AL01,2009,Veri,2,AL,Albania,0,2071.0,2400.0,,1792.0,433.96,245.84,110.7,240.37,420.26,347.22,73.03,205.57,29.09,136.66,39.82,246.56,213.75,32.81
AL01,2010,Veri,2,AL,Albania,0,2225.0,2600.0,,1934.0,490.27,298.49,129.02,243.4,405.55,341.04,64.51,209.44,29.81,133.35,46.28,286.89,222.54,64.35
AL01,2011,Veri,2,AL,Albania,0,2214.0,2600.0,,1925.0,491.77,251.29,137.63,293.28,381.37,349.73,31.64,223.86,33.02,134.8,56.04,284.39,230.53,53.87
AL01,2012,Veri,2,AL,Albania,0,2297.0,2700.0,,1990.0,556.43,252.5,126.94,270.33,397.13,367.99,29.14,246.28,38.4,141.29,66.58,267.85,237.67,30.18
AL01,2013,Veri,2,AL,Albania,0,2276.0,2700.0,,1986.0,576.48,279.0,135.55,250.29,356.41,329.06,27.35,249.67,35.35,150.9,63.41,274.16,243.7,30.46
AL01,2014,Veri,2,AL,Albania,0,2290.0,2700.0,,1999.0,600.84,286.78,158.9,195.72,373.98,335.22,38.76,262.52,41.03,150.15,71.34,279.3,243.76,35.55
AL01,2015,Veri,2,AL,Albania,0,2418.0,2900.0,,2124.0,597.47,349.37,168.37,213.83,406.3,361.04,45.26,277.96,45.55,150.37,82.04,279.41,243.43,35.98
AL01,2016,Veri,2,AL,Albania,0,2549.0,3100.0,,2235.0,622.69,380.22,181.43,231.2,433.0,392.42,40.58,275.3,42.54,153.74,79.02,292.94,254.28,38.66
AL01,2017,Veri,2,AL,Albania,0,2707.0,3300.0,,2364.0,621.24,395.89,208.95,238.61,450.86,408.59,42.27,320.91,67.31,159.53,94.07,337.07,290.64,46.43
AL01,2018,Veri,2,AL,Albania,0,2954.0,3600.0,,2584.0,670.16,465.24,237.77,228.16,499.48,457.1,42.38,353.53,71.84,168.38,113.31,367.88,317.37,50.51
AL01,2019,Veri,2,AL,Albania,0,3165.0,3900.0,,2766.0,699.8,481.2,268.94,232.54,563.73,516.09,47.64,391.91,75.87,188.31,127.74,397.55,349.92,47.63
AL01,2020,Veri,2,AL,Albania,0,2996.0,3700.0,,2627.0,688.48,417.12,235.72,236.11,514.12,463.15,50.96,389.24,76.11,199.4,113.72,382.31,335.97,46.34
AL01,2021,Veri,2,AL,Albania,0,3390.0,4300.0,,2948.0,749.1,513.18,282.67,275.34,577.96,537.86,40.09,412.75,74.78,216.3,121.67,420.24,370.08,50.17
AL02,2008,Qender,2,AL,Albania,0,4207.0,4000.0,,3647.0,286.37,306.17,220.59,839.89,1063.67,809.73,253.94,655.68,164.96,322.47,168.26,495.59,387.22,108.37
AL02,2009,Qender,2,AL,Albania,0,4153.0,4000.0,,3594.0,281.26,322.82,231.46,781.51,1040.1,800.68,239.42,629.93,137.23,310.73,181.97,538.43,416.1,122.33
AL02,2010,Qender,2,AL,Albania,0,4211.0,4000.0,,3660.0,328.86,442.8,254.64,686.42,1062.14,877.26,184.87,619.07,145.98,298.82,174.28,520.94,425.96,94.98
AL02,2011,Qender,2,AL,Albania,0,4195.0,3900.0,,3648.0,357.78,424.06,270.54,602.38,1062.98,817.63,245.35,619.19,161.71,298.89,158.59,582.08,459.88,122.2
AL02,2012,Qender,2,AL,Albania,0,4294.0,3900.0,,3720.0,386.31,401.11,240.5,543.78,1040.23,802.24,237.99,696.01,139.8,305.95,250.26,653.4,535.35,118.05
AL02,2013,Qender,2,AL,Albania,0,4319.0,3900.0,,3767.0,408.01,437.55,259.2,488.92,1008.16,799.13,209.03,747.81,129.45,322.82,295.54,677.23,550.67,126.56
AL02,2014,Qender,2,AL,Albania,0,4535.0,4100.0,,3958.0,413.33,451.45,264.08,468.94,1041.98,848.65,193.33,846.97,150.23,325.68,371.05,735.63,584.53,151.09
AL02,2015,Qender,2,AL,Albania,0,4837.0,4300.0,,4248.0,420.28,522.88,295.12,509.42,1076.04,869.21,206.83,925.71,166.81,326.0,432.9,793.99,630.98,163.01
AL02,2016,Qender,2,AL,Albania,0,5050.0,4400.0,,4428.0,434.25,540.81,303.79,500.55,1142.86,899.51,243.35,968.77,155.77,332.83,480.17,841.72,644.57,197.15
AL02,2017,Qender,2,AL,Albania,0,5640.0,4900.0,,4926.0,442.24,566.34,369.12,593.32,1318.44,1058.67,259.77,1053.64,137.07,345.95,570.62,952.6,740.02,212.58
AL02,2018,Qender,2,AL,Albania,0,6327.0,5400.0,,5534.0,480.43,695.68,399.0,681.93,1466.32,1187.53,278.8,1156.98,140.42,370.93,645.64,1053.02,809.84,243.18
AL02,2019,Qender,2,AL,Albania,0,6789.0,5800.0,,5934.0,511.11,711.86,418.4,682.15,1611.59,1299.78,311.81,1267.18,145.47,409.18,712.53,1150.87,916.99,233.88
AL02,2020,Qender,2,AL,Albania,0,6628.0,5600.0,,5812.0,514.41,679.77,419.39,697.26,1544.02,1243.66,300.36,1213.26,131.41,430.21,651.65,1163.42,950.08,213.35
AL02,2021,Qender,2,AL,Albania,0,7646.0,6500.0,,6650.0,554.62,745.63,465.09,892.66,1803.3,1433.85,369.44,1329.62,151.79,464.03,713.81,1324.41,1081.47,242.94
AL03,2008,Jug,2,AL,Albania,0,2513.0,2500.0,,2179.0,753.31,284.99,114.27,294.07,398.62,301.07,97.55,209.21,47.57,132.72,28.93,239.02,213.99,25.03
AL03,2009,Jug,2,AL,Albania,0,2436.0,2400.0,,2108.0,739.55,250.38,108.07,273.85,388.44,297.84,90.6,194.79,39.57,125.62,29.6,261.42,231.92,29.5
AL03,2010,Jug,2,AL,Albania,0,2560.0,2600.0,,2225.0,796.29,339.26,106.85,233.18,341.68,265.52,76.16,191.82,39.56,122.42,29.85,323.27,257.88,65.39
AL03,2011,Jug,2,AL,Albania,0,2858.0,3000.0,,2486.0,839.77,415.45,116.59,282.84,412.84,376.58,36.26,224.61,43.82,124.77,56.02,310.5,263.5,47.0
AL03,2012,Jug,2,AL,Albania,0,2993.0,3100.0,,2593.0,856.21,451.59,74.89,277.61,475.81,442.78,33.04,236.24,52.91,127.29,56.04,296.32,267.43,28.9
AL03,2013,Jug,2,AL,Albania,0,3029.0,3200.0,,2642.0,898.73,513.04,92.27,250.93,428.68,395.52,33.16,247.74,51.65,138.31,57.79,303.71,274.67,29.05
AL03,2014,Jug,2,AL,Albania,0,3143.0,3400.0,,2743.0,978.57,547.37,107.94,193.87,443.22,396.58,46.64,261.54,59.94,136.45,65.16,318.73,275.52,43.21
AL03,2015,Jug,2,AL,Albania,0,3008.0,3300.0,,2642.0,1012.51,447.32,118.64,191.03,426.36,373.29,53.07,257.32,66.55,136.31,54.47,307.57,261.16,46.41
AL03,2016,Jug,2,AL,Albania,0,3119.0,3400.0,,2735.0,1070.95,391.01,124.15,222.61,460.93,414.81,46.12,264.46,62.15,138.34,63.97,325.88,277.45,48.43
AL03,2017,Jug,2,AL,Albania,0,3211.0,3600.0,,2805.0,1135.3,334.79,133.75,224.29,452.65,397.55,55.1,292.34,84.44,144.82,63.08,366.3,317.81,48.49
AL03,2018,Jug,2,AL,Albania,0,3545.0,4000.0,,3101.0,1213.55,416.41,150.01,242.33,507.83,461.48,46.35,318.97,79.68,165.09,74.2,402.1,347.46,54.64
AL03,2019,Jug,2,AL,Albania,0,3800.0,4400.0,,3321.0,1318.4,464.61,173.15,263.69,554.06,503.03,51.03,339.93,77.26,172.66,90.01,381.21,340.07,41.14
AL03,2020,Jug,2,AL,Albania,0,3685.0,4300.0,,3232.0,1356.08,392.42,164.29,254.65,506.56,454.9,51.66,330.22,68.96,176.31,84.95,392.14,348.13,44.01
AL03,2021,Jug,2,AL,Albania,0,4120.0,4900.0,,3583.0,1478.89,443.83,185.2,274.07,561.33,515.46,45.87,367.23,85.15,185.69,96.4,457.96,411.45,46.52
AT11,2008,Burgenland,2,AT,Austria,0,6239.0,22100.0,1710.0,5568.0,226.0,1075.0,854.0,521.0,1178.0,1071.0,107.0,1153.0,312.0,545.0,295.0,1415.0,1265.0,150.0
AT11,2009,Burgenland,2,AT,Austria,0,6343.0,22400.0,1624.0,5646.0,194.0,1133.0,907.0,520.0,1211.0,1114.0,97.0,1107.0,261.0,559.0,287.0,1483.0,1333.0,150.0
AT11,2010,Burgenland,2,AT,Austria,0,6658.0,23400.0,1660.0,5924.0,221.0,1236.0,986.0,537.0,1275.0,1175.0,100.0,1124.0,244.0,576.0,305.0,1531.0,1371.0,160.0
AT11,2011,Burgenland,2,AT,Austria,0,6981.0,24500.0,1754.0,6212.0,256.0,1247.0,1012.0,574.0,1387.0,1264.0,123.0,1190.0,267.0,598.0,325.0,1557.0,1387.0,170.0
AT11,2012,Burgenland,2,AT,Austria,0,7258.0,25400.0,2020.0,6444.0,282.0,1252.0,1013.0,589.0,1434.0,1310.0,124.0,1264.0,254.0,652.0,358.0,1623.0,1453.0,170.0
AT11,2013,Burgenland,2,AT,Austria,0,7404.0,25800.0,1940.0,6578.0,219.0,1342.0,1049.0,622.0,1422.0,1293.0,128.0,1326.0,285.0,668.0,373.0,1648.0,1473.0,175.0
AT11,2014,Burgenland,2,AT,Austria,0,7647.0,26600.0,2022.0,6799.0,220.0,1345.0,1068.0,623.0,1503.0,1358.0,145.0,1424.0,297.0,717.0,411.0,1685.0,1505.0,179.0
AT11,2015,Burgenland,2,AT,Austria,0,8061.0,27900.0,2041.0,7160.0,262.0,1388.0,1074.0,636.0,1600.0,1437.0,163.0,1487.0,306.0,761.0,420.0,1787.0,1597.0,190.0
AT11,2016,Burgenland,2,AT,Austria,0,8320.0,28500.0,2022.0,7391.0,231.0,1409.0,1116.0,704.0,1646.0,1482.0,164.0,1556.0,313.0,805.0,439.0,1844.0,1647.0,197.0
AT11,2017,Burgenland,2,AT,Austria,0,8610.0,29500.0,2327.0,7651.0,307.0,1440.0,1143.0,681.0,1669.0,1518.0,151.0,1645.0,338.0,856.0,450.0,1909.0,1698.0,210.0
AT11,2018,Burgenland,2,AT,Austria,0,8832.0,30100.0,2321.0,7867.0,291.0,1445.0,1145.0,733.0,1718.0,1557.0,161.0,1692.0,348.0,890.0,454.0,1987.0,1765.0,222.0
AT11,2019,Burgenland,2,AT,Austria,0,9066.0,30800.0,2448.0,8082.0,258.0,1488.0,1161.0,766.0,1750.0,1588.0,162.0,1761.0,353.0,928.0,480.0,2058.0,1826.0,232.0
AT11,2020,Burgenland,2,AT,Austria,0,8773.0,29700.0,2501.0,7856.0,286.0,1372.0,1048.0,772.0,1632.0,1471.0,161.0,1753.0,344.0,947.0,462.0,2041.0,1847.0,194.0
AT11,2021,Burgenland,2,AT,Austria,0,9439.0,31800.0,2989.0,8424.0,342.0,1407.0,1060.0,858.0,1821.0,1620.0,202.0,1825.0,371.0,945.0,509.0,2171.0,1954.0,217.0
AT11,2022,Burgenland,2,AT,Austria,0,10316.0,34400.0,3140.0,9243.0,387.0,1591.0,1094.0,962.0,2010.0,1807.0,204.0,2017.0,419.0,1024.0,574.0,2277.0,2049.0,228.0
AT11,2023,Burgenland,2,AT,Austria,0,10992.0,36500.0,,9872.0,359.0,1708.0,1133.0,1002.0,2118.0,1916.0,202.0,2203.0,496.0,1092.0,615.0,2482.0,2228.0,253.0
AT12,2008,Niederösterreich,2,AT,Austria,0,45957.0,28700.0,11612.0,41008.0,1240.0,10683.0,8596.0,3066.0,10708.0,10169.0,539.0,7721.0,1387.0,3679.0,2655.0,7590.0,6637.0,953.0
AT12,2009,Niederösterreich,2,AT,Austria,0,45066.0,28100.0,11229.0,40114.0,1026.0,9897.0,7833.0,3080.0,10556.0,10011.0,544.0,7555.0,1246.0,3783.0,2526.0,8001.0,7024.0,977.0
AT12,2010,Niederösterreich,2,AT,Austria,0,46074.0,28700.0,10512.0,40992.0,1205.0,9891.0,7800.0,2944.0,10834.0,10292.0,542.0,7865.0,1191.0,4001.0,2672.0,8252.0,7234.0,1018.0
AT12,2011,Niederösterreich,2,AT,Austria,0,48404.0,30000.0,11629.0,43070.0,1444.0,10519.0,8105.0,2902.0,11343.0,10749.0,594.0,8375.0,1331.0,4158.0,2885.0,8486.0,7436.0,1050.0
AT12,2012,Niederösterreich,2,AT,Austria,0,49813.0,30800.0,11668.0,44225.0,1267.0,10985.0,8613.0,3020.0,11384.0,10794.0,591.0,8828.0,1263.0,4438.0,3127.0,8740.0,7667.0,1074.0
AT12,2013,Niederösterreich,2,AT,Austria,0,50433.0,31100.0,12640.0,44802.0,1273.0,10952.0,8705.0,3200.0,11239.0,10614.0,625.0,9254.0,1419.0,4566.0,3269.0,8885.0,7789.0,1095.0
AT12,2014,Niederösterreich,2,AT,Austria,0,52041.0,31900.0,12392.0,46266.0,1227.0,11168.0,8989.0,3243.0,11961.0,11276.0,685.0,9571.0,1406.0,4765.0,3400.0,9095.0,7958.0,1137.0
AT12,2015,Niederösterreich,2,AT,Austria,0,53778.0,32700.0,13181.0,47767.0,1148.0,11332.0,9425.0,3414.0,12361.0,11665.0,696.0,10123.0,1509.0,5065.0,3550.0,9388.0,8236.0,1152.0
AT12,2016,Niederösterreich,2,AT,Austria,0,56034.0,33700.0,13340.0,49773.0,1342.0,12033.0,10176.0,3519.0,12522.0,11832.0,690.0,10634.0,1526.0,5325.0,3782.0,9723.0,8550.0,1173.0
AT12,2017,Niederösterreich,2,AT,Austria,0,58226.0,34900.0,13829.0,51739.0,1251.0,12393.0,10251.0,3728.0,13020.0,12326.0,694.0,11218.0,1650.0,5549.0,4020.0,10129.0,8897.0,1232.0
AT12,2018,Niederösterreich,2,AT,Austria,0,60404.0,36100.0,14850.0,53803.0,1283.0,12607.0,10572.0,3983.0,13747.0,13011.0,736.0,11679.0,1641.0,5767.0,4271.0,10505.0,9216.0,1289.0
AT12,2019,Niederösterreich,2,AT,Austria,0,63210.0,37600.0,16450.0,56347.0,1267.0,13244.0,11061.0,4212.0,14421.0,13650.0,771.0,12253.0,1738.0,5965.0,4549.0,10950.0,9598.0,1352.0
AT12,2020,Niederösterreich,2,AT,Austria,0,59310.0,35100.0,15330.0,53106.0,1253.0,11904.0,9818.0,4338.0,12515.0,11696.0,819.0,12243.0,1718.0,6163.0,4362.0,10853.0,9702.0,1150.0
AT12,2021,Niederösterreich,2,AT,Austria,0,63413.0,37400.0,16521.0,56593.0,1599.0,12762.0,10320.0,4559.0,13559.0,12646.0,913.0,12764.0,1892.0,6132.0,4741.0,11350.0,10203.0,1147.0
AT12,2022,Niederösterreich,2,AT,Austria,0,69749.0,40800.0,18016.0,62489.0,1939.0,14343.0,10970.0,5050.0,15404.0,14463.0,941.0,13740.0,2198.0,6441.0,5101.0,12013.0,10598.0,1415.0
AT12,2023,Niederösterreich,2,AT,Austria,0,73205.0,42500.0,,65742.0,1929.0,14652.0,11286.0,5187.0,16076.0,15134.0,942.0,14982.0,2614.0,6931.0,5437.0,12915.0,11351.0,1564.0
AT13,2008,Wien,2,AT,Austria,0,75605.0,45100.0,17211.0,67464.0,41.0,8513.0,6404.0,3426.0,20632.0,14876.0,5757.0,19673.0,4975.0,5555.0,9143.0,15180.0,12597.0,2582.0
AT13,2009,Wien,2,AT,Austria,0,75026.0,44500.0,16492.0,66782.0,29.0,8459.0,6425.0,3271.0,19856.0,14370.0,5487.0,19309.0,4569.0,5715.0,9025.0,15858.0,13202.0,2656.0
AT13,2010,Wien,2,AT,Austria,0,76942.0,45400.0,16669.0,68455.0,33.0,8357.0,6232.0,3202.0,20441.0,14967.0,5474.0,20201.0,5035.0,5977.0,9189.0,16220.0,13570.0,2651.0
AT13,2011,Wien,2,AT,Austria,0,79361.0,46400.0,18500.0,70615.0,26.0,7917.0,5884.0,3083.0,21454.0,15670.0,5784.0,21453.0,5386.0,6353.0,9713.0,16684.0,13977.0,2707.0
AT13,2012,Wien,2,AT,Austria,0,80734.0,46700.0,18517.0,71677.0,20.0,7835.0,6012.0,3315.0,21818.0,16040.0,5778.0,21623.0,4861.0,6658.0,10104.0,17067.0,14314.0,2753.0
AT13,2013,Wien,2,AT,Austria,0,81911.0,46700.0,18605.0,72765.0,27.0,8419.0,6257.0,3452.0,21497.0,15605.0,5892.0,22042.0,5018.0,6809.0,10214.0,17328.0,14541.0,2788.0
AT13,2014,Wien,2,AT,Austria,0,83467.0,46900.0,18954.0,74205.0,25.0,8225.0,6262.0,3458.0,22000.0,15836.0,6164.0,22782.0,5122.0,7041.0,10619.0,17717.0,14930.0,2787.0
AT13,2015,Wien,2,AT,Austria,0,86162.0,47500.0,19099.0,76531.0,26.0,8243.0,6478.0,3383.0,22643.0,16267.0,6376.0,23731.0,5269.0,7314.0,11149.0,18504.0,15634.0,2870.0
AT13,2016,Wien,2,AT,Austria,0,90444.0,48800.0,19893.0,80338.0,37.0,9416.0,7316.0,3449.0,24024.0,16943.0,7080.0,24302.0,4985.0,7608.0,11710.0,19110.0,16200.0,2910.0
AT13,2017,Wien,2,AT,Austria,0,91606.0,48800.0,20992.0,81400.0,37.0,8955.0,6874.0,3626.0,23633.0,16409.0,7223.0,25337.0,5068.0,8182.0,12086.0,19812.0,16769.0,3044.0
AT13,2018,Wien,2,AT,Austria,0,95891.0,50700.0,22987.0,85412.0,43.0,8793.0,6755.0,3989.0,25590.0,17541.0,8049.0,26390.0,5250.0,8470.0,12669.0,20607.0,17450.0,3157.0
AT13,2019,Wien,2,AT,Austria,0,98542.0,51800.0,24127.0,87843.0,51.0,8099.0,6342.0,4177.0,26541.0,18124.0,8417.0,27591.0,5449.0,8616.0,13526.0,21384.0,18124.0,3261.0
AT13,2020,Wien,2,AT,Austria,0,95759.0,50000.0,23369.0,85741.0,58.0,8559.0,6482.0,4271.0,24291.0,15922.0,8369.0,26996.0,5425.0,8870.0,12700.0,21566.0,18788.0,2778.0
AT13,2021,Wien,2,AT,Austria,0,103425.0,53800.0,25681.0,92301.0,71.0,9520.0,7541.0,4162.0,26106.0,16814.0,9292.0,29567.0,6576.0,9303.0,13688.0,22875.0,20132.0,2742.0
AT13,2022,Wien,2,AT,Austria,0,110702.0,56500.0,27369.0,99179.0,64.0,8765.0,7092.0,4539.0,29335.0,19810.0,9525.0,31966.0,6802.0,10411.0,14753.0,24510.0,21149.0,3361.0
AT13,2023,Wien,2,AT,Austria,0,118679.0,59500.0,,106580.0,65.0,9979.0,7105.0,4842.0,31119.0,21111.0,10008.0,34278.0,7851.0,10945.0,15482.0,26296.0,22536.0,3761.0
AT21,2008,Kärnten,2,AT,Austria,0,17061.0,30500.0,4076.0,15224.0,299.0,3770.0,2879.0,1322.0,3456.0,3158.0,298.0,3094.0,759.0,1156.0,1180.0,3283.0,2937.0,347.0
AT21,2009,Kärnten,2,AT,Austria,0,16262.0,29100.0,3309.0,14475.0,262.0,3328.0,2483.0,1210.0,3447.0,3158.0,289.0,2800.0,625.0,1167.0,1008.0,3428.0,3056.0,372.0
AT21,2010,Kärnten,2,AT,Austria,0,16743.0,30000.0,3426.0,14897.0,297.0,3597.0,2761.0,1113.0,3525.0,3241.0,284.0,2927.0,638.0,1187.0,1102.0,3438.0,3068.0,370.0
AT21,2011,Kärnten,2,AT,Austria,0,17560.0,31600.0,4028.0,15625.0,349.0,3833.0,3008.0,1151.0,3694.0,3384.0,310.0,3127.0,696.0,1256.0,1175.0,3471.0,3080.0,391.0
AT21,2012,Kärnten,2,AT,Austria,0,17862.0,32100.0,4066.0,15859.0,366.0,3966.0,2999.0,1187.0,3608.0,3319.0,289.0,3140.0,654.0,1320.0,1166.0,3593.0,3199.0,394.0
AT21,2013,Kärnten,2,AT,Austria,0,17915.0,32200.0,4081.0,15915.0,320.0,3929.0,3089.0,1167.0,3693.0,3400.0,293.0,3167.0,606.0,1381.0,1180.0,3640.0,3245.0,395.0
AT21,2014,Kärnten,2,AT,Austria,0,18654.0,33500.0,4071.0,16584.0,335.0,4238.0,3300.0,1167.0,3766.0,3456.0,310.0,3350.0,634.0,1467.0,1249.0,3728.0,3325.0,402.0
AT21,2015,Kärnten,2,AT,Austria,0,18935.0,33900.0,4258.0,16819.0,300.0,4220.0,3361.0,1167.0,3765.0,3455.0,310.0,3495.0,662.0,1510.0,1323.0,3872.0,3465.0,406.0
AT21,2016,Kärnten,2,AT,Austria,0,19342.0,34500.0,4265.0,17181.0,307.0,4438.0,3612.0,1217.0,3835.0,3536.0,298.0,3458.0,619.0,1532.0,1306.0,3927.0,3517.0,409.0
AT21,2017,Kärnten,2,AT,Austria,0,20107.0,35800.0,4523.0,17867.0,349.0,4648.0,3870.0,1281.0,3908.0,3605.0,303.0,3649.0,665.0,1558.0,1426.0,4032.0,3625.0,407.0
AT21,2018,Kärnten,2,AT,Austria,0,21056.0,37500.0,4912.0,18755.0,305.0,5080.0,4232.0,1355.0,3999.0,3705.0,294.0,3828.0,681.0,1654.0,1493.0,4187.0,3768.0,419.0
AT21,2019,Kärnten,2,AT,Austria,0,21722.0,38700.0,5142.0,19364.0,284.0,5228.0,4268.0,1362.0,4090.0,3779.0,311.0,4070.0,702.0,1736.0,1632.0,4330.0,3898.0,431.0
AT21,2020,Kärnten,2,AT,Austria,0,21178.0,37700.0,5536.0,18963.0,234.0,5148.0,4113.0,1422.0,3835.0,3517.0,318.0,4077.0,681.0,1777.0,1619.0,4246.0,3884.0,362.0
AT21,2021,Kärnten,2,AT,Austria,0,22576.0,40100.0,6131.0,20148.0,315.0,5598.0,4553.0,1486.0,4191.0,3812.0,379.0,4155.0,739.0,1732.0,1683.0,4402.0,4021.0,382.0
AT21,2022,Kärnten,2,AT,Austria,0,25123.0,44300.0,6914.0,22508.0,395.0,6623.0,5147.0,1662.0,4621.0,4218.0,402.0,4581.0,895.0,1830.0,1856.0,4626.0,4160.0,466.0
AT21,2023,Kärnten,2,AT,Austria,0,26638.0,46800.0,,23923.0,419.0,6961.0,5312.0,1721.0,4827.0,4416.0,411.0,5007.0,1066.0,1980.0,1961.0,4988.0,4471.0,517.0
AT22,2008,Steiermark,2,AT,Austria,0,37912.0,31500.0,8601.0,33830.0,859.0,10033.0,8785.0,2391.0,6794.0,6217.0,577.0,6640.0,1485.0,2860.0,2296.0,7112.0,6321.0,792.0
AT22,2009,Steiermark,2,AT,Austria,0,36842.0,30600.0,8073.0,32794.0,707.0,9090.0,7869.0,2331.0,6780.0,6193.0,588.0,6427.0,1251.0,2939.0,2237.0,7458.0,6643.0,815.0
AT22,2010,Steiermark,2,AT,Austria,0,37703.0,31300.0,8406.0,33545.0,809.0,9196.0,8062.0,2321.0,6920.0,6337.0,583.0,6603.0,1191.0,2968.0,2445.0,7697.0,6870.0,827.0
AT22,2011,Steiermark,2,AT,Austria,0,39825.0,33000.0,8964.0,35436.0,966.0,9925.0,8755.0,2318.0,7367.0,6705.0,662.0,7039.0,1232.0,3071.0,2736.0,7819.0,6954.0,866.0
AT22,2012,Steiermark,2,AT,Austria,0,41349.0,34200.0,9166.0,36711.0,990.0,10501.0,9270.0,2412.0,7573.0,6886.0,686.0,7264.0,1266.0,3161.0,2838.0,7970.0,7096.0,875.0
AT22,2013,Steiermark,2,AT,Austria,0,41298.0,34100.0,9639.0,36687.0,874.0,9999.0,8880.0,2430.0,7624.0,6842.0,781.0,7749.0,1313.0,3361.0,3075.0,8010.0,7115.0,896.0
AT22,2014,Steiermark,2,AT,Austria,0,42745.0,35100.0,9465.0,38002.0,907.0,10331.0,9232.0,2636.0,7953.0,7085.0,868.0,7873.0,1233.0,3516.0,3125.0,8303.0,7386.0,917.0
AT22,2015,Steiermark,2,AT,Austria,0,43716.0,35700.0,9875.0,38830.0,856.0,10655.0,9473.0,2618.0,7956.0,7091.0,865.0,8186.0,1300.0,3593.0,3292.0,8558.0,7622.0,935.0
AT22,2016,Steiermark,2,AT,Austria,0,45702.0,37000.0,10897.0,40596.0,820.0,11310.0,10092.0,2737.0,8220.0,7339.0,881.0,8636.0,1390.0,3729.0,3516.0,8873.0,7973.0,900.0
AT22,2017,Steiermark,2,AT,Austria,0,47880.0,38700.0,11537.0,42546.0,925.0,11949.0,10691.0,2906.0,8492.0,7569.0,923.0,9161.0,1464.0,3903.0,3795.0,9113.0,8171.0,942.0
AT22,2018,Steiermark,2,AT,Austria,0,49180.0,39600.0,12004.0,43806.0,925.0,12342.0,10999.0,3029.0,8772.0,7806.0,965.0,9295.0,1497.0,4066.0,3732.0,9443.0,8455.0,988.0
AT22,2019,Steiermark,2,AT,Austria,0,51158.0,41100.0,12863.0,45604.0,843.0,12908.0,11457.0,3171.0,9066.0,8019.0,1047.0,9827.0,1571.0,4303.0,3953.0,9789.0,8754.0,1034.0
AT22,2020,Steiermark,2,AT,Austria,0,48992.0,39300.0,12176.0,43867.0,878.0,11709.0,10259.0,3327.0,8473.0,7430.0,1042.0,9736.0,1519.0,4411.0,3806.0,9745.0,8830.0,915.0
AT22,2021,Steiermark,2,AT,Austria,0,52163.0,41800.0,14076.0,46553.0,1031.0,12565.0,11136.0,3458.0,9178.0,7983.0,1194.0,10095.0,1582.0,4382.0,4131.0,10227.0,9269.0,958.0
AT22,2022,Steiermark,2,AT,Austria,0,57583.0,45700.0,14962.0,51589.0,1324.0,13719.0,11899.0,3903.0,10254.0,9027.0,1227.0,11371.0,1995.0,4816.0,4559.0,11018.0,9824.0,1194.0
AT22,2023,Steiermark,2,AT,Austria,0,61223.0,48300.0,,54982.0,1252.0,14811.0,12690.0,4130.0,10611.0,9294.0,1317.0,12409.0,2432.0,5223.0,4754.0,11769.0,10450.0,1320.0
AT31,2008,Oberösterreich,2,AT,Austria,0,50197.0,35700.0,10959.0,44792.0,876.0,15274.0,14017.0,3413.0,8707.0,7935.0,773.0,9241.0,1736.0,3501.0,4004.0,7281.0,6426.0,855.0
AT31,2009,Oberösterreich,2,AT,Austria,0,48486.0,34400.0,10444.0,43158.0,723.0,13803.0,12650.0,3370.0,8647.0,7858.0,789.0,8945.0,1603.0,3569.0,3774.0,7670.0,6813.0,858.0
AT31,2010,Oberösterreich,2,AT,Austria,0,49704.0,35300.0,10073.0,44222.0,788.0,14755.0,13474.0,3009.0,8809.0,7978.0,831.0,9025.0,1484.0,3800.0,3741.0,7836.0,6949.0,887.0
AT31,2011,Oberösterreich,2,AT,Austria,0,52904.0,37500.0,10616.0,47074.0,921.0,15993.0,14611.0,3152.0,9490.0,8514.0,975.0,9609.0,1640.0,3972.0,3996.0,7909.0,7007.0,902.0
AT31,2012,Oberösterreich,2,AT,Austria,0,54152.0,38200.0,11829.0,48077.0,978.0,16179.0,14797.0,3212.0,9593.0,8565.0,1028.0,9944.0,1629.0,4038.0,4277.0,8172.0,7236.0,935.0
AT31,2013,Oberösterreich,2,AT,Austria,0,55510.0,39000.0,12080.0,49312.0,851.0,16590.0,15027.0,3329.0,9649.0,8553.0,1096.0,10591.0,1761.0,4472.0,4358.0,8302.0,7349.0,953.0
AT31,2014,Oberösterreich,2,AT,Austria,0,57092.0,39900.0,12364.0,50757.0,913.0,16799.0,15419.0,3421.0,10139.0,8980.0,1159.0,10952.0,1747.0,4589.0,4616.0,8533.0,7562.0,971.0
AT31,2015,Oberösterreich,2,AT,Austria,0,59137.0,41000.0,12796.0,52527.0,793.0,17406.0,16049.0,3450.0,10532.0,9321.0,1210.0,11348.0,1868.0,4742.0,4739.0,8997.0,7986.0,1011.0
