geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,gdp_mio_eur,gdp_eur_hab,gfcf,gva,gva_sector_a,gva_sector_bde,gva_sector_c,gva_sector_f,gva_sector_ghij,gva_sector_ghi,gva_sector_j,gva_sector_klmn,gva_sector_k,gva_sector_l,gva_sector_mn,gva_sector_opqrstu,gva_sector_opq,gva_sector_rstu
DED4,2023,Chemnitz,2,DE,Germany,0,50161.0,35600.0,,45835.0,,,,,,,,,,,,,,
DED5,2008,Leipzig,2,DE,Germany,0,23353.0,24000.0,4610.02,20997.0,251.57,3781.16,2563.71,1325.0,4810.24,3384.02,1426.23,5388.95,686.58,2398.23,2304.15,5440.39,4328.62,1111.77
DED5,2009,Leipzig,2,DE,Germany,0,23068.0,23800.0,4501.88,20683.0,178.94,3624.62,2285.76,1349.74,4780.57,3363.12,1417.45,5145.1,693.11,2283.96,2168.03,5604.48,4520.43,1084.05
DED5,2010,Leipzig,2,DE,Germany,0,24057.0,24900.0,4860.95,21630.0,236.25,3998.46,2605.01,1404.53,4762.0,3436.35,1325.65,5416.4,719.5,2343.52,2353.37,5812.39,4695.53,1116.85
DED5,2011,Leipzig,2,DE,Germany,0,25683.0,26500.0,5314.93,23056.0,288.19,4147.07,2876.14,1504.36,5381.21,3640.23,1740.98,5738.13,737.07,2548.37,2452.69,5997.6,4856.88,1140.72
DED5,2012,Leipzig,2,DE,Germany,0,26655.0,27300.0,5768.81,23941.0,244.09,4249.55,2911.05,1640.43,5468.69,3726.76,1741.92,6098.03,752.81,2603.44,2741.79,6240.91,5093.46,1147.44
DED5,2013,Leipzig,2,DE,Germany,0,27702.0,28200.0,6324.45,24909.0,262.84,4353.16,3068.97,1599.39,5774.22,3952.25,1821.97,6425.59,747.0,2666.3,3012.29,6494.12,5324.93,1169.2
DED5,2014,Leipzig,2,DE,Germany,0,29300.0,29500.0,5861.62,26377.0,281.23,4976.47,3674.49,1744.05,5906.95,4112.77,1794.18,6716.91,748.32,2726.37,3242.22,6752.08,5519.18,1232.89
DED5,2015,Leipzig,2,DE,Germany,0,30217.0,30000.0,5536.74,27180.0,186.76,5025.75,3775.59,1863.61,6367.92,4437.88,1930.04,6765.03,758.46,2799.59,3206.98,6971.56,5660.56,1311.0
DED5,2016,Leipzig,2,DE,Germany,0,31495.0,30800.0,6393.84,28357.0,215.28,5377.66,4025.75,1934.57,6491.5,4614.25,1877.25,7076.4,780.96,2944.15,3351.29,7261.99,5926.86,1335.13
DED5,2017,Leipzig,2,DE,Germany,0,33058.0,32000.0,6594.7,29789.0,268.08,5670.39,4166.98,1991.68,6813.22,4857.43,1955.79,7410.4,773.89,3078.59,3557.91,7635.49,6177.33,1458.16
DED5,2018,Leipzig,2,DE,Germany,0,33975.0,32700.0,6883.24,30616.0,206.59,5723.37,4159.83,2156.62,7002.33,5040.97,1961.35,7560.11,745.64,3127.44,3687.02,7967.32,6507.08,1460.24
DED5,2019,Leipzig,2,DE,Germany,0,36266.0,34700.0,7525.77,32413.0,279.45,5571.37,4416.74,2147.69,7857.71,5597.2,2260.51,7876.9,812.69,3239.36,3824.85,8680.06,7273.88,1406.18
DED5,2020,Leipzig,2,DE,Germany,0,35983.0,34200.0,7562.36,32326.0,241.05,5600.23,4424.06,2242.04,7445.18,5235.26,2209.92,7990.27,861.35,3336.7,3792.23,8807.6,7557.02,1250.58
DED5,2021,Leipzig,2,DE,Germany,0,38256.0,36200.0,7870.15,34217.0,313.33,5971.11,4703.84,2228.26,8002.02,5769.79,2232.23,8541.09,920.5,3487.6,4132.99,9161.43,7840.73,1320.7
DED5,2022,Leipzig,2,DE,Germany,0,41467.0,38900.0,8656.08,37366.0,478.53,6681.26,4691.48,2395.86,8910.2,6689.52,2220.68,8910.63,916.29,3484.96,4509.38,9990.25,8394.49,1595.75
DED5,2023,Leipzig,2,DE,Germany,0,44257.0,41000.0,,40440.0,,,,,,,,,,,,,,
DEE0,2008,Sachsen-Anhalt,2,DE,Germany,0,50591.0,21400.0,9912.62,45486.0,1099.61,11959.98,9550.82,2699.1,7999.28,7015.46,983.82,9524.75,955.88,4888.01,3680.86,12204.26,10318.58,1885.69
DEE0,2009,Sachsen-Anhalt,2,DE,Germany,0,48315.0,20700.0,10263.88,43319.0,819.92,10159.72,7568.93,2782.16,7543.08,6677.18,865.9,9539.87,1025.67,4909.52,3604.68,12475.15,10690.63,1784.52
DEE0,2010,Sachsen-Anhalt,2,DE,Germany,0,51119.0,22100.0,10134.44,45962.0,1044.38,11712.03,9183.17,2988.13,7611.43,6720.66,890.77,9921.06,1080.6,4955.38,3885.08,12685.42,10905.12,1780.3
DEE0,2011,Sachsen-Anhalt,2,DE,Germany,0,51982.0,22700.0,9837.03,46666.0,1288.9,11276.33,8808.34,3218.63,7896.36,6969.26,927.09,10085.27,1102.17,5088.02,3895.08,12901.11,11119.34,1781.77
DEE0,2012,Sachsen-Anhalt,2,DE,Germany,0,54120.0,23900.0,10670.81,48609.0,1322.66,12432.75,9401.59,3363.41,7938.77,6972.53,966.24,10251.14,1146.13,5103.18,4001.82,13301.2,11511.88,1789.33
DEE0,2013,Sachsen-Anhalt,2,DE,Germany,0,55049.0,24400.0,10317.33,49498.0,1357.42,12666.13,9797.6,3217.22,8111.79,7203.08,908.71,10451.31,1150.77,5237.59,4062.95,13694.77,11784.1,1910.67
DEE0,2014,Sachsen-Anhalt,2,DE,Germany,0,56317.0,25100.0,10312.19,50699.0,1377.98,12703.02,9869.94,3399.38,8277.92,7328.5,949.43,10675.77,1128.37,5319.3,4228.11,14265.63,12256.0,2009.62
DEE0,2015,Sachsen-Anhalt,2,DE,Germany,0,57395.0,25600.0,10828.84,51627.0,927.2,13252.38,10345.04,3457.68,8501.38,7654.71,846.67,10904.15,1119.1,5392.66,4392.4,14584.3,12542.63,2041.68
DEE0,2016,Sachsen-Anhalt,2,DE,Germany,0,58990.0,26300.0,11209.95,53113.0,1066.63,13675.39,10667.61,3645.08,8839.66,7989.1,850.56,10910.61,1067.63,5368.9,4474.09,14976.54,12948.34,2028.19
DEE0,2017,Sachsen-Anhalt,2,DE,Germany,0,60908.0,27300.0,11460.14,54885.0,1340.52,14034.71,10693.12,3703.08,9082.96,8232.03,850.93,11115.91,1065.57,5413.51,4636.83,15608.18,13496.98,2111.2
DEE0,2018,Sachsen-Anhalt,2,DE,Germany,0,62039.0,28000.0,11593.5,55905.0,1049.7,14169.04,10612.11,4029.69,9449.06,8618.86,830.2,11203.45,1071.26,5460.8,4671.39,16005.06,13866.78,2138.28
DEE0,2019,Sachsen-Anhalt,2,DE,Germany,0,65308.0,29700.0,12759.24,58368.0,1310.91,14187.39,11285.51,3876.61,10435.53,9394.41,1041.12,11486.15,1132.51,5601.68,4751.95,17072.2,14973.0,2099.2
DEE0,2020,Sachsen-Anhalt,2,DE,Germany,0,64493.0,29500.0,12397.41,57938.0,1402.49,13800.03,10927.73,4089.97,9859.73,8805.66,1054.08,11527.83,1168.75,5645.54,4713.53,17258.59,15387.92,1870.67
DEE0,2021,Sachsen-Anhalt,2,DE,Germany,0,68141.0,31300.0,14044.99,60945.0,1712.02,14772.0,11817.74,4198.84,10291.58,9188.48,1103.1,12173.14,1226.12,5830.7,5116.31,17798.36,15887.97,1910.39
DEE0,2022,Sachsen-Anhalt,2,DE,Germany,0,75807.0,34800.0,15397.76,68310.0,2378.81,18012.39,13546.03,4277.25,12010.61,10753.94,1256.67,12592.9,1166.77,5834.41,5591.71,19038.56,16762.83,2275.73
DEE0,2023,Sachsen-Anhalt,2,DE,Germany,0,79699.0,36500.0,,72825.0,,,,,,,,,,,,,,
DEF0,2008,Schleswig-Holstein,2,DE,Germany,0,73297.0,26100.0,14594.21,65901.0,1203.14,13400.34,10977.38,2707.89,15095.11,12900.97,2194.14,16443.23,2483.02,8846.97,5113.23,17052.21,13724.7,3327.52
DEF0,2009,Schleswig-Holstein,2,DE,Germany,0,71275.0,25400.0,13224.89,63905.0,867.62,11761.76,9311.94,2772.4,14767.08,12896.46,1870.62,16248.47,2876.55,8621.03,4750.9,17487.88,14204.94,3282.93
DEF0,2010,Schleswig-Holstein,2,DE,Germany,0,72934.0,26100.0,15486.21,65576.0,1026.28,12029.9,9598.81,3111.98,14337.43,12465.57,1871.86,17141.95,3112.31,8951.47,5078.18,17929.13,14746.15,3182.97
DEF0,2011,Schleswig-Holstein,2,DE,Germany,0,75930.0,27100.0,17243.3,68165.0,1200.25,12826.26,10548.37,3216.06,14997.16,12913.36,2083.81,17137.98,2876.36,9151.64,5109.99,18787.31,15594.56,3192.75
DEF0,2012,Schleswig-Holstein,2,DE,Germany,0,78768.0,28100.0,16955.4,70748.0,1099.02,13699.18,10717.92,3506.8,15522.71,12913.21,2609.5,17661.85,2949.2,9326.57,5386.08,19259.03,15971.24,3287.79
DEF0,2013,Schleswig-Holstein,2,DE,Germany,0,80006.0,28500.0,15109.03,71939.0,1261.53,13863.92,10943.48,3622.97,15429.18,13414.8,2014.38,18117.78,2890.41,9524.31,5703.06,19644.48,16252.48,3392.0
DEF0,2014,Schleswig-Holstein,2,DE,Germany,0,82868.0,29400.0,17802.64,74601.0,1310.06,14341.6,11410.18,3799.2,16296.19,14122.75,2173.44,18578.19,2886.45,9771.0,5920.74,20276.01,17059.29,3216.71
DEF0,2015,Schleswig-Holstein,2,DE,Germany,0,84799.0,29800.0,17437.54,76275.0,884.31,14504.2,11422.74,3967.54,16693.34,14533.27,2160.07,19259.48,2800.55,10305.16,6153.77,20967.07,17556.16,3410.91
DEF0,2016,Schleswig-Holstein,2,DE,Germany,0,87511.0,30500.0,20294.0,78793.0,884.62,15523.09,12340.26,4189.37,17056.19,14899.57,2156.62,19512.41,2664.51,10359.42,6488.48,21627.57,18272.27,3355.3
DEF0,2017,Schleswig-Holstein,2,DE,Germany,0,92619.0,32100.0,19882.48,83460.0,1313.01,16567.87,13124.69,4441.97,18469.2,16142.64,2326.56,19981.29,2645.8,10603.37,6732.12,22687.49,19216.83,3470.66
DEF0,2018,Schleswig-Holstein,2,DE,Germany,0,95007.0,32800.0,20245.48,85615.0,923.45,16981.86,13134.13,4925.89,19041.79,16673.17,2368.62,20476.41,2546.68,10717.11,7212.63,23265.89,19792.1,3473.78
DEF0,2019,Schleswig-Holstein,2,DE,Germany,0,100988.0,34800.0,23091.76,90257.0,1588.76,16779.47,13836.63,4878.61,20752.36,18173.26,2579.09,21127.98,2619.83,11146.32,7361.82,25130.33,21728.8,3401.52
DEF0,2020,Schleswig-Holstein,2,DE,Germany,0,100634.0,34600.0,22249.67,90405.0,1486.09,17198.17,14086.29,5284.78,19762.39,17141.74,2620.65,21378.06,2705.14,11425.25,7247.67,25296.33,22296.7,2999.64
DEF0,2021,Schleswig-Holstein,2,DE,Germany,0,106080.0,36400.0,23114.04,94878.0,1426.11,17468.99,14158.83,5408.82,22020.37,19307.44,2712.93,22346.67,2856.46,11564.28,7925.93,26207.8,23113.03,3094.77
DEF0,2022,Schleswig-Holstein,2,DE,Germany,0,116006.0,39500.0,25492.69,104533.0,2232.07,19315.14,14491.02,5880.81,25195.4,22513.3,2682.1,23363.28,2733.82,11713.42,8916.04,28546.82,24842.91,3703.92
DEF0,2023,Schleswig-Holstein,2,DE,Germany,0,120811.0,40800.0,,110392.0,,,,,,,,,,,,,,
DEG0,2008,Thüringen,2,DE,Germany,0,47010.0,21000.0,12332.44,42267.0,690.35,11282.98,9905.17,2654.4,6962.73,6050.36,912.37,8789.64,858.05,4767.99,3163.6,11887.49,9999.63,1887.86
DEG0,2009,Thüringen,2,DE,Germany,0,45105.0,20300.0,9993.22,40441.0,549.74,9632.79,8282.64,2642.59,6657.53,5833.38,824.15,8715.32,937.29,4665.02,3113.02,12243.79,10446.97,1796.82
DEG0,2010,Thüringen,2,DE,Germany,0,47828.0,21700.0,10208.13,43003.0,653.8,11142.92,9692.37,2880.54,6602.16,5775.08,827.08,9049.16,954.89,4647.78,3446.49,12674.69,10807.37,1867.33
DEG0,2011,Thüringen,2,DE,Germany,0,50625.0,23100.0,11149.65,45448.0,866.99,11902.36,10416.93,3065.62,7299.65,6116.33,1183.32,9534.45,982.22,4987.53,3564.7,12779.08,10960.63,1818.45
DEG0,2012,Thüringen,2,DE,Germany,0,51362.0,23600.0,11173.96,46133.0,809.29,12048.29,10361.72,3179.62,6952.08,5996.38,955.69,9804.98,1032.61,5080.33,3692.05,13339.14,11358.45,1980.68
DEG0,2013,Thüringen,2,DE,Germany,0,53400.0,24700.0,10687.96,48016.0,879.95,12413.54,10764.38,3197.13,7418.0,6245.88,1172.12,10202.48,1065.23,5209.17,3928.07,13905.42,11822.88,2082.53
DEG0,2014,Thüringen,2,DE,Germany,0,56196.0,26000.0,11257.66,50590.0,890.93,13289.31,11615.45,3359.78,7865.06,6684.08,1180.98,10764.71,1087.49,5382.3,4294.93,14420.65,12327.44,2093.21
DEG0,2015,Thüringen,2,DE,Germany,0,57475.0,26600.0,10994.64,51698.0,558.68,13938.04,12213.41,3365.31,7957.6,6739.47,1218.13,11056.74,1096.09,5483.26,4477.4,14822.3,12623.63,2198.67
DEG0,2016,Thüringen,2,DE,Germany,0,59008.0,27300.0,12338.18,53129.0,677.16,14575.25,12771.22,3595.24,8106.71,6865.74,1240.97,10984.81,1043.53,5467.63,4473.66,15190.29,12931.35,2258.94
DEG0,2017,Thüringen,2,DE,Germany,0,61180.0,28400.0,11654.12,55130.0,845.52,15294.53,13287.23,3665.91,8080.92,7024.13,1056.79,11442.13,1051.54,5626.01,4764.58,15801.32,13532.08,2269.24
DEG0,2018,Thüringen,2,DE,Germany,0,62239.0,29000.0,12478.18,56086.0,711.25,15422.18,13412.42,3827.98,8272.39,7215.85,1056.53,11650.8,1041.95,5669.37,4939.48,16202.22,13940.84,2261.37
DEG0,2019,Thüringen,2,DE,Germany,0,64856.0,30300.0,13105.91,57964.0,910.99,15122.93,13413.98,3573.44,9125.65,7858.72,1266.93,11859.72,1119.49,5735.74,5004.48,17372.18,15111.47,2260.71
DEG0,2020,Thüringen,2,DE,Germany,0,63946.0,30100.0,12991.86,57446.0,871.72,14642.74,12880.75,3775.73,8874.29,7481.35,1392.94,11881.86,1178.51,5834.25,4869.11,17400.25,15356.82,2043.43
DEG0,2021,Thüringen,2,DE,Germany,0,67069.0,31700.0,13515.98,59987.0,1093.78,15563.04,13763.56,3852.68,9150.15,7666.55,1483.6,12473.07,1251.65,5969.42,5252.0,17854.49,15759.48,2095.01
DEG0,2022,Thüringen,2,DE,Germany,0,72635.0,34300.0,14817.5,65451.0,1605.86,17374.02,14811.03,3950.28,10189.12,8720.03,1469.08,12824.72,1193.68,5989.46,5641.59,19507.69,16994.41,2513.29
DEG0,2023,Thüringen,2,DE,Germany,0,77260.0,36400.0,,70597.0,,,,,,,,,,,,,,
DK01,2008,Hovedstaden,2,DK,Denmark,0,88355.0,53400.0,21092.54,75890.0,67.3,9337.61,8038.14,2778.06,22732.86,16613.58,6119.28,22168.01,7344.27,5775.8,9047.93,18806.47,15561.26,3245.21
DK01,2009,Hovedstaden,2,DK,Denmark,0,86368.0,51700.0,18437.19,74537.0,67.96,9300.51,8114.82,2274.92,20753.2,14275.64,6477.56,22138.39,7438.6,6117.25,8582.54,20002.14,16582.9,3419.24
DK01,2010,Hovedstaden,2,DK,Denmark,0,93438.0,55300.0,17701.58,80670.0,86.46,10171.63,8794.74,2186.18,24098.91,17434.21,6664.7,23355.02,7873.97,6499.86,8981.19,20771.92,17368.17,3403.74
DK01,2011,Hovedstaden,2,DK,Denmark,0,93632.0,54900.0,16897.97,80785.0,93.19,10218.82,8920.84,2488.02,23535.93,17130.24,6405.68,23644.36,7754.65,6658.92,9230.79,20805.58,17221.7,3583.88
DK01,2012,Hovedstaden,2,DK,Denmark,0,97402.0,56500.0,18618.56,84093.0,121.16,11134.9,9888.18,2540.58,24269.74,17862.31,6407.42,24754.07,8558.24,6837.4,9358.43,21273.06,17705.01,3568.05
DK01,2013,Hovedstaden,2,DK,Denmark,0,101324.0,58200.0,17746.42,87706.0,122.62,11542.29,10272.47,2631.07,26725.17,19541.41,7183.76,25200.07,8456.46,6860.17,9883.44,21484.9,17869.98,3614.92
DK01,2014,Hovedstaden,2,DK,Denmark,0,105938.0,60200.0,19195.42,91899.0,125.2,12184.42,10640.37,2748.21,28774.38,21468.32,7306.06,25975.11,8585.89,7129.89,10259.34,22091.7,18391.19,3700.51
DK01,2015,Hovedstaden,2,DK,Denmark,0,111051.0,62400.0,20915.98,96327.0,94.31,13308.04,12153.46,3012.73,30171.22,22566.23,7604.99,27197.27,8818.38,7217.97,11160.92,22543.81,18788.74,3755.08
DK01,2016,Hovedstaden,2,DK,Denmark,0,114392.0,63600.0,24159.06,99226.0,80.38,14344.79,13069.16,3681.85,29769.43,21650.02,8119.41,28559.91,8921.87,7586.43,12051.61,22790.11,18900.53,3889.58
DK01,2017,Hovedstaden,2,DK,Denmark,0,120223.0,66200.0,26770.49,104533.0,110.99,15112.83,13979.58,3932.18,31860.66,23818.64,8042.02,30301.72,9367.96,8028.09,12905.67,23214.66,19141.11,4073.55
DK01,2018,Hovedstaden,2,DK,Denmark,0,123457.0,67500.0,29966.32,107073.0,141.52,16164.5,14900.5,3964.77,32018.47,23626.7,8391.76,31347.99,9551.89,8400.34,13395.76,23436.7,19364.39,4072.31
DK01,2019,Hovedstaden,2,DK,Denmark,0,125615.0,68200.0,28094.19,109332.0,135.8,16632.05,15340.2,3878.14,32498.03,23881.52,8616.51,32248.09,9495.1,8933.96,13819.02,23940.67,19761.39,4179.29
DK01,2020,Hovedstaden,2,DK,Denmark,0,127485.0,68900.0,28468.65,110758.0,153.58,16597.23,15347.61,3584.42,33448.05,24582.31,8865.74,32477.22,9498.88,9310.04,13668.3,24497.81,20228.29,4269.52
DK01,2021,Hovedstaden,2,DK,Denmark,0,146615.0,78800.0,33528.71,127827.0,90.62,18390.23,16821.19,4146.49,44130.49,34478.86,9651.63,35084.84,10059.35,9411.92,15613.57,25984.59,21585.27,4399.32
DK01,2022,Hovedstaden,2,DK,Denmark,0,173223.0,92100.0,36471.58,152730.0,125.04,22335.38,20553.17,3996.22,62861.52,52887.87,9973.65,36598.69,10316.6,9713.72,16568.37,26813.31,21949.3,4864.0
DK01,2023,Hovedstaden,2,DK,Denmark,0,161073.0,84700.0,,142824.0,120.82,27560.42,25934.21,4327.95,43153.79,32428.48,10725.32,39323.63,11902.24,9873.94,17547.45,28337.71,23066.87,5270.84
DK02,2008,Sjælland,2,DK,Denmark,0,24479.0,29800.0,5834.63,21025.0,292.98,3322.91,2770.89,1785.36,3947.75,3690.05,257.69,4726.42,785.63,2550.52,1390.27,6950.4,6281.07,669.33
DK02,2009,Sjælland,2,DK,Denmark,0,23791.0,29000.0,4653.38,20532.0,216.75,2755.18,2241.26,1400.23,4033.9,3777.51,256.39,4761.8,781.99,2688.9,1290.91,7364.59,6683.22,681.37
DK02,2010,Sjælland,2,DK,Denmark,0,24737.0,30200.0,4114.38,21357.0,413.47,3165.9,2627.32,1262.34,4077.99,3806.66,271.33,4898.27,738.96,2981.13,1178.18,7539.5,6830.42,709.07
DK02,2011,Sjælland,2,DK,Denmark,0,24839.0,30300.0,4621.24,21431.0,382.84,3039.32,2518.87,1323.72,4127.19,3850.99,276.2,5110.11,702.14,3236.86,1171.11,7448.35,6721.99,726.36
DK02,2012,Sjælland,2,DK,Denmark,0,25240.0,30900.0,4233.92,21791.0,583.47,3122.46,2592.62,1331.99,4144.61,3864.32,280.29,5073.61,676.94,3208.7,1187.96,7535.12,6807.19,727.92
DK02,2013,Sjælland,2,DK,Denmark,0,25824.0,31600.0,4483.43,22353.0,389.65,3593.93,3079.25,1317.19,4271.42,3969.31,302.11,5185.42,660.62,3279.75,1245.05,7596.01,6867.66,728.36
DK02,2014,Sjælland,2,DK,Denmark,0,26231.0,32000.0,4341.5,22755.0,552.94,3448.81,2912.05,1381.74,4320.9,4027.49,293.41,5341.97,649.01,3452.38,1240.58,7708.99,6994.61,714.39
DK02,2015,Sjælland,2,DK,Denmark,0,27955.0,33900.0,5037.34,24249.0,438.25,4374.26,3790.58,1650.8,4403.31,4085.49,317.82,5639.93,687.26,3610.53,1342.14,7742.69,7029.87,712.82
DK02,2016,Sjælland,2,DK,Denmark,0,28216.0,34000.0,5497.37,24476.0,341.21,4373.46,3792.37,1778.96,4413.58,4089.0,324.58,5818.18,678.51,3696.7,1442.97,7750.64,7033.14,717.49
DK02,2017,Sjælland,2,DK,Denmark,0,29465.0,35300.0,5688.7,25620.0,440.63,4741.15,4171.48,1922.74,4595.04,4258.92,336.12,6049.19,695.43,3864.46,1489.3,7871.32,7143.41,727.91
DK02,2018,Sjælland,2,DK,Denmark,0,30024.0,35900.0,5623.22,26040.0,479.45,4821.09,4135.35,1895.87,4594.37,4258.83,335.54,6353.22,704.76,3999.07,1649.39,7896.3,7182.79,713.51
DK02,2019,Sjælland,2,DK,Denmark,0,31199.0,37300.0,5945.94,27155.0,625.8,5252.86,4585.13,1949.29,4742.85,4333.8,409.05,6465.25,695.33,4111.91,1658.01,8119.03,7370.3,748.73
DK02,2020,Sjælland,2,DK,Denmark,0,31542.0,37600.0,6569.58,27403.0,600.0,5101.65,4411.21,1960.35,4813.88,4404.87,409.02,6617.17,671.81,4268.68,1676.68,8310.61,7564.59,746.02
DK02,2021,Sjælland,2,DK,Denmark,0,33568.0,39900.0,7374.88,29266.0,532.14,5463.08,4723.2,2178.45,5342.01,4851.91,490.1,6983.81,720.56,4357.13,1906.12,8767.02,8013.78,753.24
DK02,2022,Sjælland,2,DK,Denmark,0,35506.0,41900.0,7747.73,31305.0,661.52,6567.41,5743.2,2207.47,5535.45,5087.94,447.5,7334.14,713.35,4501.74,2119.05,8999.54,8152.48,847.05
DK02,2023,Sjælland,2,DK,Denmark,0,37650.0,44200.0,,33385.0,631.64,8015.92,7252.98,2302.46,5660.19,5167.28,492.91,7593.6,806.21,4626.23,2161.17,9181.34,8261.8,919.54
DK03,2008,Syddanmark,2,DK,Denmark,0,47366.0,39600.0,10977.2,40684.0,676.02,8651.51,7329.12,3080.41,9576.98,8730.37,846.6,8288.0,1459.0,4302.82,2526.17,10411.52,9248.16,1163.35
DK03,2009,Syddanmark,2,DK,Denmark,0,45265.0,37700.0,8974.24,39064.0,620.44,7666.75,6540.51,2544.37,8831.29,7978.53,852.76,8389.9,1533.08,4524.22,2332.59,11011.89,9827.14,1184.75
DK03,2010,Syddanmark,2,DK,Denmark,0,47164.0,39300.0,8170.88,40719.0,961.83,7994.22,6381.7,2292.33,9362.58,8499.11,863.47,8771.71,1475.04,4779.98,2516.69,11337.08,10096.31,1240.78
DK03,2011,Syddanmark,2,DK,Denmark,0,48321.0,40200.0,8860.36,41691.0,1015.24,7941.33,6478.66,2348.19,10010.03,9092.84,917.19,9051.38,1408.47,5115.44,2527.47,11325.42,10053.82,1271.59
DK03,2012,Syddanmark,2,DK,Denmark,0,49074.0,40800.0,9366.44,42368.0,1362.03,7951.85,6687.38,2411.98,9922.19,8988.93,933.27,9205.14,1510.21,5171.64,2523.29,11515.47,10239.27,1276.21
DK03,2013,Syddanmark,2,DK,Denmark,0,50215.0,41800.0,10074.42,43466.0,1054.27,8163.58,7136.97,2409.78,10582.14,9649.43,932.71,9701.76,1431.01,5388.32,2882.43,11555.33,10295.31,1260.02
DK03,2014,Syddanmark,2,DK,Denmark,0,51116.0,42500.0,9460.48,44342.0,1109.78,8550.32,7706.7,2422.16,10702.88,9828.9,873.98,9858.43,1500.43,5589.94,2768.06,11698.79,10439.91,1258.88
DK03,2015,Syddanmark,2,DK,Denmark,0,52196.0,43200.0,9772.08,45275.0,673.4,9165.97,7957.58,2681.54,10561.7,9607.25,954.45,10321.84,1543.42,5768.57,3009.84,11871.36,10611.58,1259.78
DK03,2016,Syddanmark,2,DK,Denmark,0,53739.0,44200.0,10676.81,46614.0,875.15,9398.61,8235.06,3049.03,10476.09,9484.55,991.55,10785.82,1647.94,6014.28,3123.6,12030.1,10744.1,1286.0
DK03,2017,Syddanmark,2,DK,Denmark,0,55438.0,45500.0,11070.5,48203.0,1038.97,9881.57,8456.61,3326.29,10670.62,9669.61,1001.01,11069.06,1652.83,6249.35,3166.88,12216.82,10895.94,1320.88
DK03,2018,Syddanmark,2,DK,Denmark,0,56228.0,46000.0,11127.3,48766.0,1047.43,9321.85,8162.26,3628.02,10775.35,9814.28,961.07,11498.4,1674.37,6473.1,3350.93,12495.33,11168.23,1327.1
DK03,2019,Syddanmark,2,DK,Denmark,0,57816.0,47200.0,11547.66,50322.0,1173.54,9883.45,8606.66,3467.0,11470.36,10364.37,1105.99,11528.5,1578.46,6693.39,3256.65,12799.18,11437.07,1362.11
DK03,2020,Syddanmark,2,DK,Denmark,0,58418.0,47800.0,12142.42,50753.0,1110.74,9674.76,8382.53,3430.91,11972.48,10854.09,1118.39,11625.1,1567.29,6944.6,3113.2,12939.17,11626.07,1313.1
DK03,2021,Syddanmark,2,DK,Denmark,0,62853.0,51300.0,12182.47,54799.0,920.64,11098.74,9523.13,3818.6,13300.64,12057.08,1243.56,12202.32,1651.66,6969.47,3581.19,13458.07,12122.07,1336.0
DK03,2022,Syddanmark,2,DK,Denmark,0,65964.0,53500.0,15405.13,58161.0,828.96,12112.68,10147.87,3955.09,14515.72,13230.48,1285.24,12714.32,1676.56,7145.13,3892.62,14034.25,12530.1,1504.15
DK03,2023,Syddanmark,2,DK,Denmark,0,69456.0,56100.0,,61587.0,763.46,14429.04,12052.78,4122.33,14539.7,13137.97,1401.73,13318.39,1979.14,7341.55,3997.69,14414.15,12770.86,1643.29
DK04,2008,Midtjylland,2,DK,Denmark,0,49946.0,40200.0,11253.89,42900.0,605.98,8480.52,7363.58,3258.8,10010.17,8473.21,1536.96,9424.22,1728.57,4363.17,3332.49,11120.79,9884.28,1236.51
DK04,2009,Midtjylland,2,DK,Denmark,0,48867.0,39100.0,9424.4,42173.0,601.22,7386.11,6367.37,2620.89,9551.31,8012.74,1538.57,10178.92,1799.99,4564.98,3813.94,11835.2,10567.47,1267.73
DK04,2010,Midtjylland,2,DK,Denmark,0,49179.0,39100.0,8992.12,42458.0,876.3,6980.8,5969.02,2410.81,9767.84,8192.91,1574.93,10176.2,1788.67,4908.28,3479.25,12246.78,10929.67,1317.11
DK04,2011,Midtjylland,2,DK,Denmark,0,51030.0,40400.0,9566.75,44028.0,1003.73,7801.04,6756.09,2517.71,10180.57,8534.86,1645.7,10439.94,1702.03,5272.89,3465.02,12085.95,10758.6,1327.35
DK04,2012,Midtjylland,2,DK,Denmark,0,51630.0,40700.0,10143.75,44575.0,1226.69,7726.56,6618.31,2479.0,10148.96,8502.23,1646.73,10661.33,1794.27,5267.97,3599.1,12332.82,10947.95,1384.87
DK04,2013,Midtjylland,2,DK,Denmark,0,52392.0,41100.0,10393.94,45350.0,989.36,8404.05,7345.59,2369.27,10223.8,8750.37,1473.43,10944.24,1780.8,5409.87,3753.56,12420.16,11006.82,1413.33
DK04,2014,Midtjylland,2,DK,Denmark,0,53661.0,41900.0,11695.15,46549.0,991.44,8532.63,7393.29,2548.74,10289.56,8938.15,1351.4,11606.7,1845.44,5649.62,4111.64,12580.79,11162.71,1418.08
DK04,2015,Midtjylland,2,DK,Denmark,0,53972.0,41900.0,11935.32,46816.0,671.22,8351.23,7120.15,2759.74,10294.16,8849.58,1444.58,12019.89,1905.36,5821.28,4293.24,12720.15,11326.35,1393.8
DK04,2016,Midtjylland,2,DK,Denmark,0,58587.0,45100.0,12328.75,50820.0,896.15,9302.48,8085.96,3154.96,10890.94,9373.17,1517.76,13658.87,1872.43,6047.54,5738.9,12916.93,11442.22,1474.71
