geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,arrivals,arrivals_per_person,arrivals_per_km2,establishments,bed_places,bed_places_per_1k_persons,bed_places_per_km2,establishments_per_1k_persons,establishments_per_km2,gfcf_sector_ghi,nights_spent,nights_spent_per_person,nights_spent_per_km2,short_stay,short_stay_per_person,short_stay_per_km2
AT34,2015,Vorarlberg,2,AT,Austria,0,1950820.0,5.153,749.739,1311.0,58285.0,153.952,22.4,3.463,0.504,422.0,6514021.0,17.206,2503.467,,,
AT34,2016,Vorarlberg,2,AT,Austria,0,2030983.0,5.287,780.547,1319.0,58696.0,152.796,22.558,3.434,0.507,515.0,6786695.0,17.667,2608.261,,,
AT34,2017,Vorarlberg,2,AT,Austria,0,2076034.0,5.34,797.861,1347.0,59125.0,152.089,22.723,3.465,0.518,517.0,6892247.0,17.729,2648.827,,,
AT34,2018,Vorarlberg,2,AT,Austria,0,2125826.0,5.427,816.997,1405.0,61387.0,156.703,23.592,3.587,0.54,498.0,7113490.0,18.159,2733.855,453310.0,1.157,174.216
AT34,2019,Vorarlberg,2,AT,Austria,0,2146592.0,5.444,824.978,1423.0,62884.0,159.484,24.168,3.609,0.547,503.0,7184078.0,18.22,2760.983,546207.0,1.385,209.918
AT34,2020,Vorarlberg,2,AT,Austria,0,1330113.0,3.349,511.189,1398.0,63388.0,159.612,24.361,3.52,0.537,582.0,4838194.0,12.183,1859.414,439902.0,1.108,169.063
AT34,2021,Vorarlberg,2,AT,Austria,0,1098080.0,2.75,422.014,1438.0,64520.0,161.608,24.796,3.602,0.553,643.0,3589397.0,8.991,1379.476,319152.0,0.799,122.656
AT34,2022,Vorarlberg,2,AT,Austria,0,2028962.0,5.051,779.77,1516.0,67509.0,168.069,25.945,3.774,0.583,590.0,6751892.0,16.809,2594.885,737563.0,1.836,283.46
AT34,2023,Vorarlberg,2,AT,Austria,0,2291640.0,5.639,880.723,1595.0,68933.0,169.621,26.492,3.925,0.613,,7444104.0,18.317,2860.916,944752.0,2.325,363.087
AT34,2024,Vorarlberg,2,AT,Austria,0,2350062.0,5.732,903.175,1693.0,69397.0,169.272,26.671,4.13,0.651,,7647589.0,18.654,2939.12,1095469.0,2.672,421.01
ATZZ,2008,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2009,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2010,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2011,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2012,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2013,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2014,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2015,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2016,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2017,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2018,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2019,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2020,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2021,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
ATZZ,2022,Extra-Regio NUTS 2,2,AT,Austria,0,,,,,,,,,,0.0,,,,,,
BE10,2008,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,2847869.0,2.716,,180.0,32390.0,30.892,,0.172,,1801.4,5271014.0,5.027,,,,
BE10,2009,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,2785705.0,2.607,,176.0,32050.0,29.994,,0.165,,2282.3,5197256.0,4.864,,,,
BE10,2010,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3000048.0,2.754,,182.0,33236.0,30.505,,0.167,,2619.1,5556308.0,5.1,,,,
BE10,2011,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3182938.0,2.8,,196.0,35167.0,30.936,,0.172,,2552.4,5971663.0,5.253,,,,
BE10,2012,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3170645.0,2.754,,274.0,36579.0,31.771,,0.238,,2414.8,5988106.0,5.201,,,,
BE10,2013,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3290603.0,2.824,20312.364,288.0,38297.0,32.867,236.401,0.247,1.778,2321.2,6271037.0,5.382,38710.105,,,
BE10,2014,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3420194.0,2.916,21112.309,292.0,38259.0,32.623,236.167,0.249,1.802,2173.8,6611933.0,5.638,40814.401,,,
BE10,2015,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3353899.0,2.832,20703.08,274.0,38137.0,32.208,235.414,0.231,1.691,2260.3,6443213.0,5.441,39772.92,,,
BE10,2016,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,2846481.0,2.37,17570.87,282.0,38908.0,32.389,240.173,0.235,1.741,2604.6,5210495.0,4.337,32163.549,,,
BE10,2017,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3416094.0,2.849,21087.0,306.0,38578.0,32.173,238.136,0.255,1.889,2413.5,6335177.0,5.283,39106.031,,,
BE10,2018,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3712055.0,3.079,22913.92,362.0,39528.0,32.79,244.0,0.3,2.235,2289.8,6993061.0,5.801,43167.043,1699341.0,1.41,10489.759
BE10,2019,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3919119.0,3.225,24192.093,403.0,40920.0,33.671,252.593,0.332,2.488,3085.8,7428718.0,6.113,45856.284,2110017.0,1.736,13024.796
BE10,2020,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,992289.0,0.811,6125.241,397.0,40465.0,33.077,249.784,0.325,2.451,2654.7,1782873.0,1.457,11005.389,840589.0,0.687,5188.821
BE10,2021,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,1312089.0,1.07,8099.315,382.0,38569.0,31.451,238.08,0.311,2.358,2872.6,2370936.0,1.933,14635.407,890506.0,0.726,5496.951
BE10,2022,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3160208.0,2.572,19507.457,393.0,40656.0,33.09,250.963,0.32,2.426,2970.5,6220792.0,5.063,38399.951,1750990.0,1.425,10808.58
BE10,2023,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3567877.0,2.847,22023.932,403.0,42627.0,34.015,263.13,0.322,2.488,,7127123.0,5.687,43994.586,2207374.0,1.761,13625.765
BE10,2024,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2,BE,Belgium,0,3715227.0,2.938,22933.5,416.0,43566.0,34.457,268.926,0.329,2.568,,7372971.0,5.831,45512.167,2314005.0,1.83,14283.981
BE21,2008,Prov. Antwerpen,2,BE,Belgium,0,1513502.0,0.882,,364.0,41547.0,24.216,,0.212,,3748.0,3577462.0,2.085,,,,
BE21,2009,Prov. Antwerpen,2,BE,Belgium,0,1469925.0,0.849,,369.0,42731.0,24.683,,0.213,,3631.9,3401194.0,1.965,,,,
BE21,2010,Prov. Antwerpen,2,BE,Belgium,0,1596765.0,0.915,,386.0,43114.0,24.709,,0.221,,2710.2,3677653.0,2.108,,,,
BE21,2011,Prov. Antwerpen,2,BE,Belgium,0,1687084.0,0.951,,367.0,42407.0,23.915,,0.207,,2803.3,3830585.0,2.16,,,,
BE21,2012,Prov. Antwerpen,2,BE,Belgium,0,1739282.0,0.973,,530.0,44449.0,24.867,,0.297,,2474.0,3872274.0,2.166,,,,
BE21,2013,Prov. Antwerpen,2,BE,Belgium,0,1708843.0,0.95,594.174,552.0,44614.0,24.805,15.513,0.307,0.192,2724.2,3739815.0,2.079,1300.353,,,
BE21,2014,Prov. Antwerpen,2,BE,Belgium,0,1739187.0,0.963,604.724,579.0,44442.0,24.599,15.453,0.32,0.201,3584.1,3822433.0,2.116,1329.08,,,
BE21,2015,Prov. Antwerpen,2,BE,Belgium,0,1856366.0,1.022,645.468,704.0,47032.0,25.884,16.353,0.387,0.245,3201.2,4204366.0,2.314,1461.88,,,
BE21,2016,Prov. Antwerpen,2,BE,Belgium,0,1825802.0,0.998,634.841,773.0,48105.0,26.302,16.726,0.423,0.269,3220.1,4241787.0,2.319,1474.891,,,
BE21,2017,Prov. Antwerpen,2,BE,Belgium,0,1922409.0,1.045,668.432,889.0,49641.0,26.995,17.26,0.483,0.309,4011.1,4333706.0,2.357,1506.852,,,
BE21,2018,Prov. Antwerpen,2,BE,Belgium,0,2136762.0,1.155,742.963,1022.0,52993.0,28.652,18.426,0.553,0.355,4129.8,4864460.0,2.63,1691.398,516365.0,0.279,179.543
BE21,2019,Prov. Antwerpen,2,BE,Belgium,0,2155311.0,1.158,749.413,1091.0,54143.0,29.102,18.826,0.586,0.379,3619.2,4912144.0,2.64,1707.978,651827.0,0.35,226.644
BE21,2020,Prov. Antwerpen,2,BE,Belgium,0,779057.0,0.416,270.882,1168.0,55666.0,29.719,19.355,0.624,0.406,3351.9,2056957.0,1.098,715.215,311059.0,0.166,108.157
BE21,2021,Prov. Antwerpen,2,BE,Belgium,0,1261225.0,0.671,438.534,1098.0,56475.0,30.051,19.637,0.584,0.382,4075.3,2984935.0,1.588,1037.877,469376.0,0.25,163.204
BE21,2022,Prov. Antwerpen,2,BE,Belgium,0,2265268.0,1.198,787.645,1175.0,59750.0,31.603,20.775,0.621,0.409,4294.4,5273380.0,2.789,1833.581,857640.0,0.454,298.206
BE21,2023,Prov. Antwerpen,2,BE,Belgium,0,2362473.0,1.233,821.444,1292.0,66619.0,34.771,23.164,0.674,0.449,,5360150.0,2.798,1863.752,1052372.0,0.549,365.915
BE21,2024,Prov. Antwerpen,2,BE,Belgium,0,2467369.0,1.277,857.917,1436.0,68422.0,35.399,23.791,0.743,0.499,,5597783.0,2.896,1946.378,1140613.0,0.59,396.597
BE22,2008,Prov. Limburg (BE),2,BE,Belgium,0,1092414.0,1.321,,421.0,46740.0,56.539,,0.509,,852.7,3843038.0,4.649,,,,
BE22,2009,Prov. Limburg (BE),2,BE,Belgium,0,1130762.0,1.357,,438.0,45805.0,54.977,,0.526,,735.4,3865184.0,4.639,,,,
BE22,2010,Prov. Limburg (BE),2,BE,Belgium,0,1158829.0,1.382,,440.0,45583.0,54.362,,0.525,,752.1,3888071.0,4.637,,,,
BE22,2011,Prov. Limburg (BE),2,BE,Belgium,0,1183814.0,1.398,,435.0,44918.0,53.041,,0.514,,932.5,3966058.0,4.683,,,,
BE22,2012,Prov. Limburg (BE),2,BE,Belgium,0,1112226.0,1.306,,506.0,43894.0,51.546,,0.594,,999.2,3578125.0,4.202,,,,
BE22,2013,Prov. Limburg (BE),2,BE,Belgium,0,1070929.0,1.252,441.075,524.0,44666.0,52.228,18.396,0.613,0.216,847.6,3484843.0,4.075,1435.273,,,
BE22,2014,Prov. Limburg (BE),2,BE,Belgium,0,1094311.0,1.276,450.705,517.0,41646.0,48.547,17.152,0.603,0.213,815.1,3559288.0,4.149,1465.934,,,
BE22,2015,Prov. Limburg (BE),2,BE,Belgium,0,1263223.0,1.467,520.273,698.0,43777.0,50.822,18.03,0.81,0.287,977.7,4065090.0,4.719,1674.255,,,
BE22,2016,Prov. Limburg (BE),2,BE,Belgium,0,1296209.0,1.495,533.859,734.0,43430.0,50.094,17.887,0.847,0.302,897.5,4142265.0,4.778,1706.04,,,
BE22,2017,Prov. Limburg (BE),2,BE,Belgium,0,1290353.0,1.484,531.447,761.0,42836.0,49.256,17.643,0.875,0.313,1011.8,4105887.0,4.721,1691.057,,,
BE22,2018,Prov. Limburg (BE),2,BE,Belgium,0,1380795.0,1.582,568.462,831.0,45033.0,51.6,18.54,0.952,0.342,1119.4,4330127.0,4.962,1782.679,124155.0,0.142,51.114
BE22,2019,Prov. Limburg (BE),2,BE,Belgium,0,1419713.0,1.621,584.485,885.0,46041.0,52.568,18.955,1.01,0.364,1040.6,4413067.0,5.039,1816.825,173515.0,0.198,71.435
BE22,2020,Prov. Limburg (BE),2,BE,Belgium,0,738684.0,0.839,304.11,958.0,43608.0,49.521,17.953,1.088,0.394,950.2,2406418.0,2.733,990.703,143876.0,0.163,59.233
BE22,2021,Prov. Limburg (BE),2,BE,Belgium,0,1110461.0,1.257,457.168,996.0,46182.0,52.288,19.013,1.128,0.41,1181.3,3551574.0,4.021,1462.155,239578.0,0.271,98.632
BE22,2022,Prov. Limburg (BE),2,BE,Belgium,0,1542178.0,1.735,634.902,1091.0,53750.0,60.467,22.128,1.227,0.449,1336.8,4860760.0,5.468,2001.136,317913.0,0.358,130.882
BE22,2023,Prov. Limburg (BE),2,BE,Belgium,0,1631783.0,1.816,671.792,1157.0,58828.0,65.465,24.219,1.288,0.476,,5135639.0,5.715,2114.302,369661.0,0.411,152.186
BE22,2024,Prov. Limburg (BE),2,BE,Belgium,0,1676388.0,1.854,690.156,1258.0,58711.0,64.923,24.171,1.391,0.518,,5185120.0,5.734,2134.673,435565.0,0.482,179.319
BE23,2008,Prov. Oost-Vlaanderen,2,BE,Belgium,0,704442.0,0.5,,297.0,18013.0,12.789,,0.211,,1674.9,1559482.0,1.107,,,,
BE23,2009,Prov. Oost-Vlaanderen,2,BE,Belgium,0,687887.0,0.484,,306.0,18336.0,12.909,,0.215,,1504.3,1491832.0,1.05,,,,
BE23,2010,Prov. Oost-Vlaanderen,2,BE,Belgium,0,757228.0,0.529,,323.0,18793.0,13.121,,0.226,,1534.2,1619859.0,1.131,,,,
BE23,2011,Prov. Oost-Vlaanderen,2,BE,Belgium,0,796460.0,0.55,,320.0,17964.0,12.398,,0.221,,1595.8,1705785.0,1.177,,,,
BE23,2012,Prov. Oost-Vlaanderen,2,BE,Belgium,0,869897.0,0.597,,506.0,19864.0,13.629,,0.347,,1714.1,1810621.0,1.242,,,,
BE23,2013,Prov. Oost-Vlaanderen,2,BE,Belgium,0,908912.0,0.621,302.165,536.0,20308.0,13.875,6.751,0.366,0.178,1763.7,1878689.0,1.284,624.564,,,
BE23,2014,Prov. Oost-Vlaanderen,2,BE,Belgium,0,941861.0,0.64,313.119,572.0,20857.0,14.178,6.934,0.389,0.19,1624.9,1933852.0,1.315,642.903,,,
BE23,2015,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1016308.0,0.687,337.868,766.0,21597.0,14.602,7.18,0.518,0.255,1777.0,2110766.0,1.427,701.717,,,
BE23,2016,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1002068.0,0.673,333.134,840.0,22158.0,14.88,7.366,0.564,0.279,1906.8,2015947.0,1.354,670.195,,,
BE23,2017,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1088177.0,0.726,361.761,948.0,23350.0,15.582,7.763,0.633,0.315,2065.5,2264035.0,1.511,752.671,,,
BE23,2018,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1191110.0,0.791,395.849,1073.0,24885.0,16.521,8.27,0.712,0.357,2212.6,2454113.0,1.629,815.591,408692.0,0.271,135.823
BE23,2019,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1246153.0,0.822,414.142,1157.0,25755.0,16.986,8.559,0.763,0.385,2058.0,2565512.0,1.692,852.613,491789.0,0.324,163.439
BE23,2020,Prov. Oost-Vlaanderen,2,BE,Belgium,0,516814.0,0.339,171.756,1244.0,27671.0,18.127,9.196,0.815,0.413,1948.5,1164263.0,0.763,386.927,269201.0,0.176,89.465
BE23,2021,Prov. Oost-Vlaanderen,2,BE,Belgium,0,795514.0,0.519,264.378,1199.0,30015.0,19.568,9.975,0.782,0.398,2214.0,1673154.0,1.091,556.05,398322.0,0.26,132.377
BE23,2022,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1402012.0,0.907,465.94,1284.0,32268.0,20.879,10.724,0.831,0.427,2485.7,2869279.0,1.857,953.566,618402.0,0.4,205.517
BE23,2023,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1460325.0,0.934,485.319,1315.0,34637.0,22.156,11.511,0.841,0.437,,3050344.0,1.951,1013.74,663720.0,0.425,220.578
BE23,2024,Prov. Oost-Vlaanderen,2,BE,Belgium,0,1440136.0,0.914,478.61,1353.0,34873.0,22.141,11.59,0.859,0.45,,2946412.0,1.871,979.2,764038.0,0.485,253.918
BE24,2008,Prov. Vlaams-Brabant,2,BE,Belgium,0,865824.0,0.817,,187.0,18742.0,17.677,,0.176,,1588.1,1529183.0,1.442,,,,
BE24,2009,Prov. Vlaams-Brabant,2,BE,Belgium,0,808088.0,0.756,,185.0,19216.0,17.978,,0.173,,1364.2,1435153.0,1.343,,,,
BE24,2010,Prov. Vlaams-Brabant,2,BE,Belgium,0,868875.0,0.807,,196.0,18863.0,17.516,,0.182,,1466.0,1494187.0,1.387,,,,
BE24,2011,Prov. Vlaams-Brabant,2,BE,Belgium,0,927931.0,0.852,,194.0,18580.0,17.066,,0.178,,1881.5,1589607.0,1.46,,,,
BE24,2012,Prov. Vlaams-Brabant,2,BE,Belgium,0,1028450.0,0.938,,291.0,20498.0,18.698,,0.265,,1636.0,1797397.0,1.64,,,,
BE24,2013,Prov. Vlaams-Brabant,2,BE,Belgium,0,1110057.0,1.006,523.859,306.0,20378.0,18.477,9.617,0.277,0.144,1682.6,1911212.0,1.733,901.941,,,
BE24,2014,Prov. Vlaams-Brabant,2,BE,Belgium,0,1156071.0,1.043,545.574,334.0,20777.0,18.745,9.805,0.301,0.158,1562.5,1979436.0,1.786,934.137,,,
BE24,2015,Prov. Vlaams-Brabant,2,BE,Belgium,0,1201210.0,1.078,566.876,387.0,21645.0,19.42,10.215,0.347,0.183,1616.0,2017825.0,1.81,952.253,,,
BE24,2016,Prov. Vlaams-Brabant,2,BE,Belgium,0,1097352.0,0.978,517.863,412.0,20045.0,17.856,9.46,0.367,0.194,1843.1,1843751.0,1.642,870.104,,,
BE24,2017,Prov. Vlaams-Brabant,2,BE,Belgium,0,1199588.0,1.061,566.11,461.0,21464.0,18.984,10.129,0.408,0.218,1832.1,2030847.0,1.796,958.399,,,
BE24,2018,Prov. Vlaams-Brabant,2,BE,Belgium,0,1337390.0,1.175,631.44,528.0,22792.0,20.019,10.761,0.464,0.249,1895.6,2295796.0,2.016,1083.945,180131.0,0.158,85.048
BE24,2019,Prov. Vlaams-Brabant,2,BE,Belgium,0,1351778.0,1.179,638.233,550.0,22804.0,19.888,10.767,0.48,0.26,2167.3,2348709.0,2.048,1108.928,228818.0,0.2,108.035
BE24,2020,Prov. Vlaams-Brabant,2,BE,Belgium,0,399046.0,0.345,188.407,562.0,23335.0,20.178,11.017,0.486,0.265,1930.7,805360.0,0.696,380.246,123045.0,0.106,58.095
BE24,2021,Prov. Vlaams-Brabant,2,BE,Belgium,0,552235.0,0.475,260.734,543.0,22531.0,19.37,10.638,0.467,0.256,1982.7,1076461.0,0.925,508.244,170994.0,0.147,80.734
BE24,2022,Prov. Vlaams-Brabant,2,BE,Belgium,0,1153465.0,0.983,544.601,572.0,24278.0,20.681,11.463,0.487,0.27,2084.4,2127693.0,1.812,1004.576,282542.0,0.241,133.4
BE24,2023,Prov. Vlaams-Brabant,2,BE,Belgium,0,1273565.0,1.072,601.305,600.0,26245.0,22.09,12.391,0.505,0.283,,2347029.0,1.975,1108.135,287427.0,0.242,135.707
BE24,2024,Prov. Vlaams-Brabant,2,BE,Belgium,0,1326596.0,1.108,626.344,629.0,26829.0,22.401,12.667,0.525,0.297,,2367954.0,1.977,1118.014,323912.0,0.27,152.933
BE25,2008,Prov. West-Vlaanderen,2,BE,Belgium,0,2795404.0,2.43,,834.0,83702.0,72.754,,0.725,,1687.3,7513294.0,6.531,,,,
BE25,2009,Prov. West-Vlaanderen,2,BE,Belgium,0,2761324.0,2.39,,839.0,85709.0,74.188,,0.726,,1500.8,7288832.0,6.309,,,,
BE25,2010,Prov. West-Vlaanderen,2,BE,Belgium,0,2918674.0,2.517,,848.0,83910.0,72.376,,0.731,,1510.5,7510736.0,6.478,,,,
BE25,2011,Prov. West-Vlaanderen,2,BE,Belgium,0,3112126.0,2.664,,832.0,83535.0,71.52,,0.712,,1595.3,7887451.0,6.753,,,,
BE25,2012,Prov. West-Vlaanderen,2,BE,Belgium,0,3132472.0,2.671,,1144.0,83362.0,71.08,,0.975,,1624.9,7718261.0,6.581,,,,
BE25,2013,Prov. West-Vlaanderen,2,BE,Belgium,0,3212036.0,2.732,1014.22,1198.0,82566.0,70.215,26.071,1.019,0.378,1525.3,7750871.0,6.591,2447.386,,,
BE25,2014,Prov. West-Vlaanderen,2,BE,Belgium,0,3427647.0,2.91,1082.301,1278.0,83021.0,70.48,26.214,1.085,0.404,1520.5,8199175.0,6.961,2588.941,,,
BE25,2015,Prov. West-Vlaanderen,2,BE,Belgium,0,3928200.0,3.326,1240.354,1860.0,81954.0,69.396,25.877,1.575,0.587,1509.8,11981763.0,10.146,3783.316,,,
BE25,2016,Prov. West-Vlaanderen,2,BE,Belgium,0,3842515.0,3.244,1213.298,1939.0,80329.0,67.821,25.364,1.637,0.612,1661.3,11651144.0,9.837,3678.921,,,
BE25,2017,Prov. West-Vlaanderen,2,BE,Belgium,0,4009476.0,3.374,1266.017,2014.0,81058.0,68.207,25.595,1.695,0.636,1707.9,11776860.0,9.91,3718.617,,,
BE25,2018,Prov. West-Vlaanderen,2,BE,Belgium,0,4276059.0,3.587,1350.192,2174.0,84145.0,70.576,26.569,1.823,0.686,1765.6,12182123.0,10.218,3846.581,1334663.0,1.119,421.428
BE25,2019,Prov. West-Vlaanderen,2,BE,Belgium,0,4269697.0,3.567,1348.183,2177.0,85672.0,71.573,27.051,1.819,0.687,1818.6,12117431.0,10.123,3826.154,1650178.0,1.379,521.054
BE25,2020,Prov. West-Vlaanderen,2,BE,Belgium,0,1997479.0,1.661,630.716,2212.0,85511.0,71.12,27.001,1.84,0.698,1729.9,6843417.0,5.692,2160.852,1182315.0,0.983,373.323
BE25,2021,Prov. West-Vlaanderen,2,BE,Belgium,0,3129070.0,2.597,988.023,2231.0,87199.0,72.358,27.534,1.851,0.704,1849.7,10573285.0,8.774,3338.581,1990103.0,1.651,628.387
BE25,2022,Prov. West-Vlaanderen,2,BE,Belgium,0,4202519.0,3.471,1326.972,2392.0,90116.0,74.425,28.455,1.976,0.755,2115.3,12391043.0,10.234,3912.549,2522423.0,2.083,796.471
BE25,2023,Prov. West-Vlaanderen,2,BE,Belgium,0,4241273.0,3.471,1339.208,2441.0,93341.0,76.384,29.473,1.998,0.771,,12149691.0,9.942,3836.341,2933838.0,2.401,926.378
BE25,2024,Prov. West-Vlaanderen,2,BE,Belgium,0,4340742.0,3.532,1370.616,2501.0,93474.0,76.058,29.515,2.035,0.79,,12139852.0,9.878,3833.234,3282450.0,2.671,1036.454
BE31,2008,Prov. Brabant wallon,2,BE,Belgium,0,196502.0,0.526,,32.0,2551.0,6.83,,0.086,,342.6,337699.0,0.904,,,,
BE31,2009,Prov. Brabant wallon,2,BE,Belgium,0,212119.0,0.565,,32.0,3038.0,8.087,,0.085,,379.1,355050.0,0.945,,,,
BE31,2010,Prov. Brabant wallon,2,BE,Belgium,0,242076.0,0.638,,31.0,3011.0,7.934,,0.082,,339.4,410337.0,1.081,,,,
BE31,2011,Prov. Brabant wallon,2,BE,Belgium,0,247074.0,0.644,,30.0,3007.0,7.838,,0.078,,348.8,408237.0,1.064,,,,
BE31,2012,Prov. Brabant wallon,2,BE,Belgium,0,245972.0,0.636,,62.0,3175.0,8.211,,0.16,,360.9,410494.0,1.062,,,,
BE31,2013,Prov. Brabant wallon,2,BE,Belgium,0,250851.0,0.644,228.67,62.0,3291.0,8.453,3.0,0.159,0.057,345.4,406807.0,1.045,370.836,,,
BE31,2014,Prov. Brabant wallon,2,BE,Belgium,0,267270.0,0.682,243.637,67.0,3295.0,8.414,3.004,0.171,0.061,349.3,433882.0,1.108,395.517,,,
BE31,2015,Prov. Brabant wallon,2,BE,Belgium,0,285090.0,0.723,259.881,102.0,3485.0,8.837,3.177,0.259,0.093,354.4,463620.0,1.176,422.625,,,
BE31,2016,Prov. Brabant wallon,2,BE,Belgium,0,260843.0,0.656,237.778,100.0,3257.0,8.189,2.969,0.251,0.091,330.7,429537.0,1.08,391.556,,,
BE31,2017,Prov. Brabant wallon,2,BE,Belgium,0,284756.0,0.712,259.577,103.0,3766.0,9.421,3.433,0.258,0.094,357.8,479080.0,1.198,436.718,,,
BE31,2018,Prov. Brabant wallon,2,BE,Belgium,0,297022.0,0.74,270.758,109.0,3918.0,9.758,3.572,0.271,0.099,396.1,488009.0,1.215,444.858,68129.0,0.17,62.105
BE31,2019,Prov. Brabant wallon,2,BE,Belgium,0,309049.0,0.764,281.722,103.0,3675.0,9.09,3.35,0.255,0.094,411.5,507424.0,1.255,462.556,95468.0,0.236,87.026
BE31,2020,Prov. Brabant wallon,2,BE,Belgium,0,120023.0,0.295,109.41,101.0,3770.0,9.268,3.437,0.248,0.092,357.1,196377.0,0.483,179.013,71985.0,0.177,65.62
BE31,2021,Prov. Brabant wallon,2,BE,Belgium,0,182470.0,0.447,166.335,94.0,4138.0,10.134,3.772,0.23,0.086,406.3,317903.0,0.779,289.793,87007.0,0.213,79.314
BE31,2022,Prov. Brabant wallon,2,BE,Belgium,0,298737.0,0.728,272.322,91.0,4282.0,10.428,3.903,0.222,0.083,453.3,517975.0,1.261,472.174,117409.0,0.286,107.027
BE31,2023,Prov. Brabant wallon,2,BE,Belgium,0,317974.0,0.768,289.858,91.0,4467.0,10.791,4.072,0.22,0.083,,552952.0,1.336,504.058,141320.0,0.341,128.824
BE31,2024,Prov. Brabant wallon,2,BE,Belgium,0,337122.0,0.812,307.313,86.0,4416.0,10.634,4.026,0.207,0.078,,572017.0,1.377,521.438,154405.0,0.372,140.752
BE32,2008,Prov. Hainaut,2,BE,Belgium,0,341855.0,0.263,,123.0,8960.0,6.892,,0.095,,954.1,814853.0,0.627,,,,
BE32,2009,Prov. Hainaut,2,BE,Belgium,0,345202.0,0.265,,120.0,8983.0,6.887,,0.092,,863.8,808657.0,0.62,,,,
BE32,2010,Prov. Hainaut,2,BE,Belgium,0,423001.0,0.323,,118.0,8883.0,6.782,,0.09,,880.0,863013.0,0.659,,,,
BE32,2011,Prov. Hainaut,2,BE,Belgium,0,447022.0,0.339,,121.0,9328.0,7.068,,0.092,,1025.1,856851.0,0.649,,,,
BE32,2012,Prov. Hainaut,2,BE,Belgium,0,468022.0,0.353,,188.0,9662.0,7.288,,0.142,,1094.5,879049.0,0.663,,,,
BE32,2013,Prov. Hainaut,2,BE,Belgium,0,474138.0,0.356,124.315,181.0,9414.0,7.07,2.468,0.136,0.047,1037.6,855679.0,0.643,224.352,,,
BE32,2014,Prov. Hainaut,2,BE,Belgium,0,473349.0,0.355,124.108,176.0,9197.0,6.892,2.411,0.132,0.046,1058.8,956327.0,0.717,250.741,,,
