geo,arrivals_2008,arrivals_2009,arrivals_2010,arrivals_2011,arrivals_2012,arrivals_2013,arrivals_2014,arrivals_2015,arrivals_2016,arrivals_2017,arrivals_2018,arrivals_2019,arrivals_2020,arrivals_2021,arrivals_2022,arrivals_2023,arrivals_2024,arrivals_per_person_2008,arrivals_per_person_2009,arrivals_per_person_2010,arrivals_per_person_2011,arrivals_per_person_2012,arrivals_per_person_2013,arrivals_per_person_2014,arrivals_per_person_2015,arrivals_per_person_2016,arrivals_per_person_2017,arrivals_per_person_2018,arrivals_per_person_2019,arrivals_per_person_2020,arrivals_per_person_2021,arrivals_per_person_2022,arrivals_per_person_2023,arrivals_per_person_2024,arrivals_per_km2_2008,arrivals_per_km2_2009,arrivals_per_km2_2010,arrivals_per_km2_2011,arrivals_per_km2_2012,arrivals_per_km2_2013,arrivals_per_km2_2014,arrivals_per_km2_2015,arrivals_per_km2_2016,arrivals_per_km2_2017,arrivals_per_km2_2018,arrivals_per_km2_2019,arrivals_per_km2_2020,arrivals_per_km2_2021,arrivals_per_km2_2022,arrivals_per_km2_2023,arrivals_per_km2_2024,establishments_2008,establishments_2009,establishments_2010,establishments_2011,establishments_2012,establishments_2013,establishments_2014,establishments_2015,establishments_2016,establishments_2017,establishments_2018,establishments_2019,establishments_2020,establishments_2021,establishments_2022,establishments_2023,establishments_2024,bed_places_2008,bed_places_2009,bed_places_2010,bed_places_2011,bed_places_2012,bed_places_2013,bed_places_2014,bed_places_2015,bed_places_2016,bed_places_2017,bed_places_2018,bed_places_2019,bed_places_2020,bed_places_2021,bed_places_2022,bed_places_2023,bed_places_2024,bed_places_per_1k_persons_2008,bed_places_per_1k_persons_2009,bed_places_per_1k_persons_2010,bed_places_per_1k_persons_2011,bed_places_per_1k_persons_2012,bed_places_per_1k_persons_2013,bed_places_per_1k_persons_2014,bed_places_per_1k_persons_2015,bed_places_per_1k_persons_2016,bed_places_per_1k_persons_2017,bed_places_per_1k_persons_2018,bed_places_per_1k_persons_2019,bed_places_per_1k_persons_2020,bed_places_per_1k_persons_2021,bed_places_per_1k_persons_2022,bed_places_per_1k_persons_2023,bed_places_per_1k_persons_2024,bed_places_per_km2_2008,bed_places_per_km2_2009,bed_places_per_km2_2010,bed_places_per_km2_2011,bed_places_per_km2_2012,bed_places_per_km2_2013,bed_places_per_km2_2014,bed_places_per_km2_2015,bed_places_per_km2_2016,bed_places_per_km2_2017,bed_places_per_km2_2018,bed_places_per_km2_2019,bed_places_per_km2_2020,bed_places_per_km2_2021,bed_places_per_km2_2022,bed_places_per_km2_2023,bed_places_per_km2_2024,establishments_per_1k_persons_2008,establishments_per_1k_persons_2009,establishments_per_1k_persons_2010,establishments_per_1k_persons_2011,establishments_per_1k_persons_2012,establishments_per_1k_persons_2013,establishments_per_1k_persons_2014,establishments_per_1k_persons_2015,establishments_per_1k_persons_2016,establishments_per_1k_persons_2017,establishments_per_1k_persons_2018,establishments_per_1k_persons_2019,establishments_per_1k_persons_2020,establishments_per_1k_persons_2021,establishments_per_1k_persons_2022,establishments_per_1k_persons_2023,establishments_per_1k_persons_2024,establishments_per_km2_2008,establishments_per_km2_2009,establishments_per_km2_2010,establishments_per_km2_2011,establishments_per_km2_2012,establishments_per_km2_2013,establishments_per_km2_2014,establishments_per_km2_2015,establishments_per_km2_2016,establishments_per_km2_2017,establishments_per_km2_2018,establishments_per_km2_2019,establishments_per_km2_2020,establishments_per_km2_2021,establishments_per_km2_2022,establishments_per_km2_2023,establishments_per_km2_2024,gfcf_sector_ghi_2008,gfcf_sector_ghi_2009,gfcf_sector_ghi_2010,gfcf_sector_ghi_2011,gfcf_sector_ghi_2012,gfcf_sector_ghi_2013,gfcf_sector_ghi_2014,gfcf_sector_ghi_2015,gfcf_sector_ghi_2016,gfcf_sector_ghi_2017,gfcf_sector_ghi_2018,gfcf_sector_ghi_2019,gfcf_sector_ghi_2020,gfcf_sector_ghi_2021,gfcf_sector_ghi_2022,gfcf_sector_ghi_2023,gfcf_sector_ghi_2024,nights_spent_2008,nights_spent_2009,nights_spent_2010,nights_spent_2011,nights_spent_2012,nights_spent_2013,nights_spent_2014,nights_spent_2015,nights_spent_2016,nights_spent_2017,nights_spent_2018,nights_spent_2019,nights_spent_2020,nights_spent_2021,nights_spent_2022,nights_spent_2023,nights_spent_2024,nights_spent_per_person_2008,nights_spent_per_person_2009,nights_spent_per_person_2010,nights_spent_per_person_2011,nights_spent_per_person_2012,nights_spent_per_person_2013,nights_spent_per_person_2014,nights_spent_per_person_2015,nights_spent_per_person_2016,nights_spent_per_person_2017,nights_spent_per_person_2018,nights_spent_per_person_2019,nights_spent_per_person_2020,nights_spent_per_person_2021,nights_spent_per_person_2022,nights_spent_per_person_2023,nights_spent_per_person_2024,nights_spent_per_km2_2008,nights_spent_per_km2_2009,nights_spent_per_km2_2010,nights_spent_per_km2_2011,nights_spent_per_km2_2012,nights_spent_per_km2_2013,nights_spent_per_km2_2014,nights_spent_per_km2_2015,nights_spent_per_km2_2016,nights_spent_per_km2_2017,nights_spent_per_km2_2018,nights_spent_per_km2_2019,nights_spent_per_km2_2020,nights_spent_per_km2_2021,nights_spent_per_km2_2022,nights_spent_per_km2_2023,nights_spent_per_km2_2024,short_stay_2008,short_stay_2009,short_stay_2010,short_stay_2011,short_stay_2012,short_stay_2013,short_stay_2014,short_stay_2015,short_stay_2016,short_stay_2017,short_stay_2018,short_stay_2019,short_stay_2020,short_stay_2021,short_stay_2022,short_stay_2023,short_stay_2024,short_stay_per_person_2008,short_stay_per_person_2009,short_stay_per_person_2010,short_stay_per_person_2011,short_stay_per_person_2012,short_stay_per_person_2013,short_stay_per_person_2014,short_stay_per_person_2015,short_stay_per_person_2016,short_stay_per_person_2017,short_stay_per_person_2018,short_stay_per_person_2019,short_stay_per_person_2020,short_stay_per_person_2021,short_stay_per_person_2022,short_stay_per_person_2023,short_stay_per_person_2024,short_stay_per_km2_2008,short_stay_per_km2_2009,short_stay_per_km2_2010,short_stay_per_km2_2011,short_stay_per_km2_2012,short_stay_per_km2_2013,short_stay_per_km2_2014,short_stay_per_km2_2015,short_stay_per_km2_2016,short_stay_per_km2_2017,short_stay_per_km2_2018,short_stay_per_km2_2019,short_stay_per_km2_2020,short_stay_per_km2_2021,short_stay_per_km2_2022,short_stay_per_km2_2023,short_stay_per_km2_2024
AL01,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,291011.0,327752.0,128180.0,328683.0,392259.0,600988.0,668037.0,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.403,0.159,0.412,0.5,0.779,0.779,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,30.377,36.253,55.544,61.741,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,502.0,398.0,398.0,424.0,475.0,540.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,36119.0,32623.0,49145.0,49145.0,29265.0,35251.0,35460.0,44.059,44.059,44.059,44.059,44.059,44.059,44.059,44.059,44.059,44.059,44.059,40.089,61.073,61.589,37.329,45.72,45.72,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,4.542,2.705,3.258,3.277,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.617,0.495,0.499,0.541,0.616,0.616,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.039,0.044,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,915992.0,1078360.0,461798.0,825761.0,981124.0,1560639.0,1671619.0,1.117,1.117,1.117,1.117,1.117,1.117,1.117,1.117,1.117,1.117,1.117,1.325,0.574,1.035,1.251,2.024,2.024,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,76.318,90.677,144.237,154.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL02,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,468692.0,459774.0,245504.0,458645.0,647353.0,909889.0,1460328.0,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.403,0.393,0.209,0.389,0.549,0.772,0.772,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,92.338,130.331,183.187,294.006,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,399.0,467.0,467.0,480.0,534.5,589.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,19953.0,21997.0,22128.0,22128.0,39817.0,48184.0,49133.0,17.163,17.163,17.163,17.163,17.163,17.163,17.163,17.163,17.163,17.163,17.163,18.799,18.812,18.777,33.783,40.904,40.904,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,4.455,8.016,9.701,9.892,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.341,0.397,0.396,0.407,0.407,0.407,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.097,0.108,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1095904.0,1076512.0,488603.0,1145547.0,1557837.0,2243740.0,3148479.0,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.92,0.415,0.972,1.322,1.905,1.905,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,230.632,313.637,451.729,633.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL03,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,483058.0,465970.0,291496.0,443588.0,530370.0,825253.0,1050076.0,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.53,0.337,0.52,0.638,1.015,1.015,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,34.112,40.785,63.461,80.75,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,504.0,592.0,592.0,676.0,782.0,969.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,23485.0,34327.0,27094.0,27094.0,40334.0,46263.0,46619.0,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,26.447,39.073,31.322,31.75,48.537,56.92,56.92,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,2.084,3.102,3.558,3.585,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.574,0.684,0.694,0.813,0.962,0.962,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.052,0.06,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1062761.0,1098547.0,655043.0,1214764.0,1292368.0,2203475.0,2625616.0,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.197,1.25,0.757,1.424,1.555,2.711,2.711,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,93.415,99.382,169.446,201.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,786623.0,798221.0,845241.0,840590.0,850474.0,837371.0,878605.0,888530.0,963304.0,964866.0,962773.0,1008015.0,651267.0,703910.0,929686.0,1045486.0,1105626.0,2.8,2.823,2.979,2.954,2.976,2.921,3.057,3.081,3.31,3.305,3.29,3.435,2.212,2.378,3.124,3.47,3.662,211.191,211.191,211.191,211.191,211.191,211.191,221.59,224.093,242.952,243.346,242.879,254.292,164.295,177.576,234.532,263.745,278.917,445.0,453.0,452.0,439.0,443.0,441.0,438.0,436.0,427.0,427.0,418.0,412.0,410.0,412.0,428.0,427.0,455.0,28934.0,29238.0,28399.0,27812.0,27875.0,28646.0,28701.0,28414.0,28252.0,28293.0,27551.0,27404.0,27748.0,27912.0,28292.0,62626.0,62579.0,102.976,103.396,100.103,97.73,97.539,99.919,99.859,98.538,97.082,96.913,94.135,93.391,94.241,94.294,95.073,207.887,207.249,7.225,7.225,7.225,7.225,7.225,7.225,7.239,7.166,7.125,7.136,6.95,6.913,7.0,7.041,7.137,15.799,15.787,1.584,1.602,1.593,1.543,1.55,1.538,1.524,1.512,1.467,1.463,1.428,1.404,1.392,1.392,1.438,1.417,1.507,0.111,0.111,0.111,0.111,0.111,0.111,0.11,0.11,0.108,0.108,0.105,0.104,0.103,0.104,0.108,0.108,0.115,190.0,169.0,158.0,182.0,210.0,164.0,229.0,259.0,237.0,272.0,283.0,338.0,381.0,454.0,558.0,558.0,558.0,2474767.0,2529421.0,2581588.0,2607258.0,2617668.0,2549486.0,2617465.0,2621950.0,2785313.0,2781046.0,2732386.0,2807665.0,1990790.0,2186092.0,2610132.0,2842291.0,2983732.0,8.808,8.945,9.1,9.162,9.16,8.893,9.107,9.093,9.571,9.526,9.336,9.568,6.761,7.385,8.771,9.435,9.882,642.998,642.998,642.998,642.998,642.998,642.998,660.142,661.274,702.475,701.399,689.3,708.291,502.217,551.486,658.459,717.026,752.707,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,74375.0,100861.0,84180.0,90489.0,132308.0,156940.0,169161.0,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.254,0.344,0.286,0.306,0.445,0.521,0.56,18.763,18.763,18.763,18.763,18.763,18.763,18.763,18.763,18.763,18.763,18.763,25.444,21.236,22.828,33.377,39.591,42.674
AT12,2191796.0,2112161.0,2157002.0,2254364.0,2265791.0,2193818.0,2269664.0,2350628.0,2418567.0,2621401.0,2769708.0,2960179.0,1467157.0,1583071.0,2395430.0,2762558.0,2766615.0,1.374,1.318,1.343,1.401,1.403,1.355,1.396,1.436,1.463,1.574,1.658,1.765,0.871,0.936,1.41,1.608,1.605,114.386,114.386,114.386,114.386,114.386,114.386,118.341,122.563,126.105,136.681,144.414,154.345,76.498,82.542,124.899,144.041,144.245,1461.0,1464.0,1439.0,1154.0,1470.0,1487.0,1476.0,1459.0,1429.0,1434.0,1435.0,1447.0,1450.0,1478.0,1505.0,1506.0,1587.0,65045.0,66420.0,66540.0,67959.0,68803.0,69154.0,68541.0,68399.0,68714.0,67465.0,67868.0,68246.0,68450.0,69056.0,70588.0,68616.0,69942.0,40.768,41.436,41.435,42.224,42.617,42.725,42.166,41.789,41.552,40.501,40.623,40.682,40.64,40.84,41.552,39.931,40.576,3.606,3.606,3.606,3.606,3.606,3.606,3.574,3.566,3.583,3.518,3.539,3.558,3.569,3.601,3.68,3.578,3.647,0.916,0.913,0.896,0.717,0.911,0.919,0.908,0.891,0.864,0.861,0.859,0.863,0.861,0.874,0.886,0.876,0.921,0.078,0.078,0.078,0.078,0.078,0.078,0.077,0.076,0.075,0.075,0.075,0.075,0.076,0.077,0.078,0.079,0.083,2595.0,2378.0,1840.0,2306.0,1940.0,1808.0,1912.0,2031.0,2397.0,2612.0,2492.0,2738.0,2531.0,2427.0,2628.0,2628.0,2628.0,5901719.0,5813863.0,5861712.0,6021715.0,6085526.0,5910564.0,6066275.0,6124107.0,6213061.0,6491384.0,6700076.0,6931168.0,3987757.0,4405820.0,5891034.0,6581820.0,6604761.0,3.699,3.627,3.65,3.741,3.769,3.652,3.732,3.742,3.757,3.897,4.01,4.132,2.368,2.606,3.468,3.83,3.832,308.179,308.179,308.179,308.179,308.179,308.179,316.298,319.313,323.951,338.463,349.344,361.394,207.923,229.721,307.161,343.178,344.357,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,198735.0,264872.0,175860.0,176455.0,339597.0,483249.0,579820.0,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.158,0.104,0.104,0.2,0.281,0.336,10.362,10.362,10.362,10.362,10.362,10.362,10.362,10.362,10.362,10.362,10.362,13.811,9.169,9.2,17.707,25.197,30.23
AT13,4592962.0,4384442.0,4876773.0,5223934.0,5598857.0,5829482.0,6194446.0,6557374.0,6830959.0,6988343.0,7359627.0,7701010.0,1952814.0,2022511.0,5446788.0,7191315.0,7995037.0,2.748,2.61,2.886,3.068,3.261,3.348,3.506,3.648,3.712,3.742,3.897,4.059,1.022,1.053,2.82,3.628,3.986,14046.945,14046.945,14046.945,14046.945,14046.945,14046.945,14926.376,15800.901,16460.142,16839.381,17734.041,18556.651,4705.576,4873.52,13124.79,17328.47,19265.149,410.0,421.0,417.0,441.0,518.0,529.0,551.0,604.0,1072.0,1212.0,1735.0,2070.0,2266.0,2159.0,2902.0,3400.0,3492.0,55338.0,56759.0,57148.0,59307.0,63096.0,68229.0,70150.0,73901.0,74771.0,75462.0,78672.0,79245.0,80352.0,73768.0,83829.0,90098.0,99334.0,33.112,33.782,33.815,34.828,36.746,39.184,39.706,41.117,40.631,40.406,41.652,41.763,42.043,38.402,43.399,45.456,49.524,164.407,164.407,164.407,164.407,164.407,164.407,169.036,178.075,180.171,181.836,189.571,190.952,193.619,177.754,201.998,217.104,239.359,0.245,0.251,0.247,0.259,0.302,0.304,0.312,0.336,0.583,0.649,0.919,1.091,1.186,1.124,1.502,1.715,1.741,1.275,1.275,1.275,1.275,1.275,1.275,1.328,1.455,2.583,2.92,4.181,4.988,5.46,5.202,6.993,8.193,8.414,2273.0,2158.0,2105.0,2634.0,2515.0,2600.0,2870.0,2634.0,3141.0,3218.0,3382.0,3322.0,3179.0,3619.0,3086.0,3086.0,3086.0,10224100.0,9833991.0,10850917.0,11382773.0,12233335.0,12679225.0,13440328.0,14194660.0,14753867.0,15093839.0,15843767.0,16817937.0,4350844.0,4754484.0,12624154.0,16474060.0,18175943.0,6.118,5.853,6.421,6.685,7.124,7.282,7.607,7.898,8.017,8.082,8.388,8.863,2.277,2.475,6.536,8.311,9.062,30552.349,30552.349,30552.349,30552.349,30552.349,30552.349,32386.333,34204.0,35551.487,36370.696,38177.752,40525.149,10483.961,11456.588,30419.648,39696.53,43797.453,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,3851531.0,5056658.0,1711091.0,1703957.0,4097231.0,5783462.0,6626016.0,2.039,2.039,2.039,2.039,2.039,2.039,2.039,2.039,2.039,2.039,2.039,2.665,0.895,0.887,2.121,2.918,3.303,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,9280.798,12184.718,4123.111,4105.92,9872.846,13936.053,15966.304
AT21,2399725.0,2395652.0,2377404.0,2489436.0,2559747.0,2528371.0,2510198.0,2585815.0,2691316.0,2814590.0,2862452.0,2929716.0,2091292.0,2016680.0,2783903.0,2894854.0,2921458.0,4.287,4.282,4.261,4.472,4.604,4.552,4.516,4.637,4.802,5.016,5.103,5.223,3.726,3.588,4.932,5.088,5.128,265.112,265.112,265.112,265.112,265.112,265.112,263.206,271.135,282.197,295.123,300.142,307.195,219.282,211.459,291.906,303.539,306.329,2956.0,2874.0,2903.0,2867.0,2878.0,2832.0,2835.0,2765.0,2695.0,2717.0,2720.0,2716.0,2721.0,2736.0,2791.0,2796.0,2843.0,158088.0,154145.0,154470.0,162925.0,149622.0,149157.0,148114.0,142508.0,141191.0,140473.0,140448.0,140165.0,138999.0,139320.0,139190.0,137431.0,135902.0,282.444,275.524,276.829,292.653,269.091,268.523,266.449,255.555,251.91,250.363,250.398,249.876,247.641,247.861,246.567,241.538,238.532,15.64,15.64,15.64,15.64,15.64,15.64,15.53,14.943,14.805,14.729,14.727,14.697,14.575,14.608,14.595,14.41,14.25,5.281,5.137,5.203,5.15,5.176,5.098,5.1,4.958,4.808,4.842,4.849,4.842,4.848,4.868,4.944,4.914,4.99,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.29,0.283,0.285,0.285,0.285,0.285,0.287,0.293,0.293,0.298,688.0,458.0,546.0,587.0,608.0,654.0,600.0,678.0,716.0,765.0,713.0,799.0,973.0,1014.0,1117.0,1117.0,1117.0,10998768.0,10816952.0,10438031.0,10678729.0,10888704.0,10821533.0,10466930.0,10545425.0,11045652.0,11310192.0,11548941.0,11568419.0,9475912.0,8828510.0,11150661.0,11392166.0,11354344.0,19.651,19.335,18.706,19.182,19.583,19.482,18.829,18.911,19.707,20.158,20.59,20.623,16.882,15.707,19.753,20.022,19.929,1134.689,1134.689,1134.689,1134.689,1134.689,1134.689,1097.508,1105.738,1158.189,1185.928,1210.962,1213.004,993.595,925.711,1169.2,1194.523,1190.557,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,918238.0,982078.0,834407.0,615257.0,1144975.0,1392316.0,1593373.0,1.637,1.637,1.637,1.637,1.637,1.637,1.637,1.637,1.637,1.637,1.637,1.751,1.487,1.095,2.028,2.447,2.797,96.282,96.282,96.282,96.282,96.282,96.282,96.282,96.282,96.282,96.282,96.282,102.976,87.492,64.513,120.056,145.991,167.073
AT22,2635948.0,2717690.0,2808833.0,2918229.0,3009862.0,3101025.0,3155848.0,3332584.0,3546637.0,3674784.0,3748160.0,3853916.0,2539079.0,2410769.0,3679262.0,3942458.0,4031194.0,2.19,2.256,2.331,2.419,2.49,2.561,2.597,2.728,2.879,2.97,3.022,3.1,2.037,1.933,2.937,3.116,3.175,189.098,189.098,189.098,189.098,189.098,189.098,192.441,203.219,216.272,224.086,228.574,235.024,154.841,147.016,224.373,240.423,245.82,2308.0,2370.0,2372.0,2344.0,2374.0,2393.0,2398.0,2432.0,2471.0,2471.0,2481.0,2521.0,2574.0,2618.0,2684.0,2817.0,2929.0,91522.0,94261.0,95170.0,97130.0,98145.0,97597.0,107365.0,112499.0,116262.0,118592.0,125850.0,128815.0,129439.0,131380.0,132557.0,143626.0,148638.0,76.034,78.238,78.976,80.498,81.199,80.594,88.348,92.094,94.368,95.848,101.474,103.628,103.851,105.35,105.798,113.521,117.056,5.951,5.951,5.951,5.951,5.951,5.951,6.547,6.86,7.09,7.232,7.675,7.856,7.894,8.012,8.084,8.759,9.064,1.917,1.967,1.968,1.943,1.964,1.976,1.973,1.991,2.006,1.997,2.0,2.028,2.065,2.099,2.142,2.227,2.307,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.148,0.151,0.151,0.151,0.154,0.157,0.16,0.164,0.172,0.179,1185.0,1102.0,1272.0,1397.0,1215.0,1367.0,1407.0,1407.0,1527.0,1609.0,1741.0,1892.0,1851.0,2084.0,2643.0,2643.0,2643.0,8804087.0,8911822.0,9087786.0,9286510.0,9463090.0,9619986.0,9716916.0,10006435.0,10555258.0,10971252.0,11158448.0,11357291.0,8312490.0,7553182.0,11085428.0,11735762.0,11961235.0,7.314,7.397,7.541,7.696,7.829,7.944,7.996,8.191,8.567,8.867,8.997,9.137,6.669,6.057,8.848,9.276,9.42,586.62,586.62,586.62,586.62,586.62,586.62,592.531,610.186,643.653,669.02,680.476,692.602,506.921,460.616,676.023,715.683,729.388,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,832022.0,968963.0,751849.0,622354.0,1332804.0,1690177.0,1958708.0,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.78,0.603,0.499,1.064,1.336,1.543,50.739,50.739,50.739,50.739,50.739,50.739,50.739,50.739,50.739,50.739,50.739,59.09,45.85,37.953,81.278,103.072,119.441
